Date,Open,High,Low,Close,Adj Close,Volume
2003-02-25,3.050000,3.050000,2.840000,2.880000,0.001830,3743060
2003-02-26,2.900000,3.010000,2.900000,2.980000,0.001894,1214198
2003-02-27,2.970000,3.130000,2.950000,3.090000,0.001964,1115656
2003-02-28,3.150000,3.150000,3.020000,3.090000,0.001964,2065483
2003-03-03,3.100000,3.180000,3.000000,3.010000,0.001913,2137176
2003-03-04,3.040000,3.040000,2.930000,2.950000,0.001875,820842
2003-03-05,2.960000,3.000000,2.860000,2.980000,0.001894,856192
2003-03-06,2.960000,3.050000,2.960000,3.010000,0.001913,1314516
2003-03-07,2.990000,3.050000,2.860000,2.920000,0.001856,1066755
2003-03-10,2.900000,2.960000,2.770000,2.800000,0.001780,390485
2003-03-11,2.750000,2.780000,2.650000,2.680000,0.001703,1836025
2003-03-12,2.730000,2.760000,2.620000,2.680000,0.001703,834190
2003-03-13,2.720000,2.870000,2.690000,2.810000,0.001786,1697194
2003-03-14,2.870000,2.950000,2.870000,2.910000,0.001850,541494
2003-03-17,2.900000,3.100000,2.770000,3.000000,0.001907,1279061
2003-03-18,3.060000,3.160000,2.990000,3.030000,0.001926,1461556
2003-03-19,3.000000,3.100000,2.940000,3.020000,0.001919,903856
2003-03-20,3.070000,3.130000,3.000000,3.080000,0.001958,829832
2003-03-21,3.120000,3.260000,3.100000,3.250000,0.002066,1536888
2003-03-24,3.220000,3.220000,3.010000,3.020000,0.001919,693469
2003-03-25,3.010000,3.050000,2.930000,2.950000,0.001875,924809
2003-03-26,3.020000,3.020000,2.910000,2.930000,0.001862,974695
2003-03-27,2.960000,2.960000,2.800000,2.820000,0.001792,1448844
2003-03-28,2.830000,2.870000,2.780000,2.800000,0.001780,410430
2003-03-31,2.790000,2.790000,2.570000,2.570000,0.001633,2025124
2003-04-01,2.620000,2.720000,2.600000,2.640000,0.001678,3519420
2003-04-02,2.700000,2.950000,2.700000,2.910000,0.001850,2429701
2003-04-03,2.940000,3.030000,2.880000,3.000000,0.001907,1044797
2003-04-04,2.980000,3.080000,2.920000,3.050000,0.001939,1576937
2003-04-07,3.100000,3.190000,3.040000,3.060000,0.001945,3142677
2003-04-08,3.130000,3.130000,2.980000,3.020000,0.001919,1800287
2003-04-09,2.980000,3.110000,2.930000,3.100000,0.001970,2393393
2003-04-10,3.040000,3.070000,2.990000,3.050000,0.001939,538677
2003-04-11,3.050000,3.130000,3.040000,3.070000,0.001951,1355699
2003-04-14,3.050000,3.100000,3.020000,3.050000,0.001939,664533
2003-04-15,3.040000,3.140000,3.040000,3.130000,0.001989,1175723
2003-04-16,3.120000,3.220000,3.120000,3.160000,0.002008,1551779
2003-04-17,3.140000,3.150000,3.080000,3.130000,0.001989,975474
2003-04-22,3.150000,3.170000,3.110000,3.160000,0.002008,515720
2003-04-23,3.160000,3.230000,3.120000,3.150000,0.002002,891875
2003-04-24,3.160000,3.220000,3.130000,3.180000,0.002021,1541628
2003-04-25,3.150000,3.180000,3.090000,3.120000,0.001983,835213
2003-04-28,3.080000,3.190000,3.160000,3.190000,0.002028,38600
2003-04-29,3.160000,3.220000,3.150000,3.170000,0.002015,1652370
2003-04-30,3.230000,3.250000,3.160000,3.250000,0.002066,475222
2003-05-02,3.200000,3.200000,3.100000,3.100000,0.001970,1660258
2003-05-05,3.130000,3.190000,3.080000,3.080000,0.001958,312114
2003-05-06,3.130000,3.140000,3.050000,3.130000,0.001989,1030460
2003-05-07,3.150000,3.210000,3.120000,3.140000,0.001996,864741
2003-05-08,3.230000,3.540000,3.230000,3.420000,0.002174,5769832
2003-05-09,3.400000,3.420000,3.300000,3.390000,0.002440,1291613
2003-05-12,3.420000,3.490000,3.310000,3.370000,0.002426,399029
2003-05-13,3.350000,3.500000,3.340000,3.470000,0.002498,914932
2003-05-14,3.470000,3.520000,3.410000,3.470000,0.002498,559316
2003-05-15,3.500000,3.530000,3.450000,3.490000,0.002512,216792
2003-05-16,3.450000,3.590000,3.450000,3.480000,0.002505,646208
2003-05-19,3.470000,3.470000,3.310000,3.320000,0.002390,788247
2003-05-20,3.340000,3.380000,3.300000,3.350000,0.002411,367748
2003-05-21,3.380000,3.380000,3.220000,3.240000,0.002332,322339
2003-05-22,3.260000,3.310000,3.230000,3.280000,0.002361,183526
2003-05-23,3.280000,3.330000,3.200000,3.250000,0.002339,1177243
2003-05-26,3.250000,3.250000,3.200000,3.230000,0.002325,460935
2003-05-27,3.250000,3.390000,3.210000,3.390000,0.002440,673239
2003-05-28,3.400000,3.500000,3.390000,3.430000,0.002469,692760
2003-05-30,3.470000,3.470000,3.360000,3.400000,0.002447,601240
2003-06-02,3.400000,3.500000,3.400000,3.430000,0.002469,674621
2003-06-03,3.420000,3.460000,3.380000,3.390000,0.002440,488751
2003-06-04,3.400000,3.430000,3.370000,3.430000,0.002469,906640
2003-06-05,3.410000,3.450000,3.360000,3.400000,0.002447,814306
2003-06-06,3.380000,3.450000,3.380000,3.420000,0.002462,349964
2003-06-09,3.410000,3.420000,3.360000,3.380000,0.002433,381646
2003-06-10,3.360000,3.440000,3.350000,3.430000,0.002469,243567
2003-06-11,3.380000,3.480000,3.380000,3.470000,0.002498,590117
2003-06-12,3.460000,3.600000,3.460000,3.550000,0.002555,1350565
2003-06-13,3.550000,3.570000,3.500000,3.530000,0.002541,260694
2003-06-16,3.500000,3.560000,3.480000,3.530000,0.002541,1257162
2003-06-17,3.550000,3.640000,3.510000,3.530000,0.002541,918753
2003-06-18,3.530000,3.660000,3.530000,3.650000,0.002627,1081483
2003-06-19,3.630000,3.690000,3.620000,3.660000,0.002634,532837
2003-06-23,3.650000,3.700000,3.570000,3.600000,0.002591,536847
2003-06-24,3.600000,3.650000,3.500000,3.500000,0.002519,565203
2003-06-25,3.570000,3.590000,3.510000,3.540000,0.002548,556947
2003-06-26,3.530000,3.570000,3.520000,3.550000,0.002555,593759
2003-06-27,3.580000,3.700000,3.580000,3.690000,0.002656,513719
2003-06-30,3.690000,3.690000,3.570000,3.580000,0.002577,256376
2003-07-01,3.570000,3.600000,3.480000,3.500000,0.002519,283834
2003-07-02,3.540000,3.620000,3.530000,3.620000,0.002606,548866
2003-07-03,3.600000,3.650000,3.580000,3.610000,0.002598,174882
2003-07-04,3.600000,3.650000,3.590000,3.610000,0.002598,93820
2003-07-07,3.590000,3.660000,3.540000,3.550000,0.002555,1115633
2003-07-08,3.580000,3.590000,3.520000,3.530000,0.002541,1345100
2003-07-09,3.560000,3.600000,3.530000,3.540000,0.002548,380410
2003-07-10,3.550000,3.590000,3.460000,3.470000,0.002498,996986
2003-07-11,3.470000,3.520000,3.430000,3.500000,0.002519,280969
2003-07-14,3.520000,3.620000,3.450000,3.620000,0.002606,480652
2003-07-15,3.600000,3.610000,3.560000,3.570000,0.002570,261243
2003-07-16,3.560000,3.600000,3.500000,3.520000,0.002534,869096
2003-07-17,3.500000,3.520000,3.440000,3.450000,0.002483,274288
2003-07-18,3.430000,3.460000,3.340000,3.370000,0.002426,900767
2003-07-21,3.400000,3.420000,3.310000,3.330000,0.002397,277310
2003-07-22,3.330000,3.370000,3.280000,3.310000,0.002382,880501
2003-07-23,3.400000,3.400000,3.290000,3.310000,0.002382,222082
2003-07-24,3.320000,3.460000,3.310000,3.420000,0.002462,1188946
2003-07-25,3.400000,3.470000,3.400000,3.440000,0.002476,637402
2003-07-28,3.440000,3.590000,3.410000,3.540000,0.002548,681075
2003-07-29,3.500000,3.610000,3.500000,3.560000,0.002562,2264700
2003-07-30,3.620000,3.750000,3.590000,3.680000,0.002649,1165811
2003-07-31,3.750000,3.890000,3.570000,3.610000,0.002598,4744226
2003-08-01,3.670000,3.670000,3.480000,3.520000,0.002534,563350
2003-08-04,3.510000,3.610000,3.500000,3.590000,0.002584,467782
2003-08-05,3.600000,3.630000,3.570000,3.610000,0.002598,407444
2003-08-06,3.610000,3.610000,3.540000,3.560000,0.002562,455106
2003-08-07,3.530000,3.570000,3.500000,3.510000,0.002526,2957994
2003-08-08,3.540000,3.540000,3.490000,3.490000,0.002512,1344837
2003-08-11,3.490000,3.530000,3.440000,3.470000,0.002498,1062045
2003-08-12,3.470000,3.540000,3.450000,3.530000,0.002541,175747
2003-08-13,3.530000,3.560000,3.510000,3.540000,0.002548,198128
2003-08-14,3.520000,3.600000,3.490000,3.590000,0.002584,1043160
2003-08-15,3.590000,3.600000,3.550000,3.600000,0.002591,234218
2003-08-18,3.570000,3.630000,3.560000,3.580000,0.002577,683494
2003-08-19,3.600000,3.630000,3.560000,3.610000,0.002598,2297008
2003-08-20,3.600000,3.620000,3.580000,3.600000,0.002591,1519351
2003-08-21,3.580000,3.680000,3.570000,3.660000,0.002634,841254
2003-08-22,3.650000,3.710000,3.610000,3.640000,0.002620,668412
2003-08-25,3.640000,3.650000,3.590000,3.600000,0.002591,195763
2003-08-26,3.600000,3.620000,3.520000,3.550000,0.002555,1841844
2003-08-27,3.600000,3.620000,3.550000,3.610000,0.002598,863702
2003-08-28,3.600000,3.630000,3.560000,3.560000,0.002562,4722140
2003-08-29,3.570000,3.610000,3.550000,3.580000,0.002577,787486
2003-09-01,3.570000,3.640000,3.560000,3.640000,0.002620,664983
2003-09-02,3.650000,3.710000,3.630000,3.680000,0.002649,2025701
2003-09-03,3.710000,3.800000,3.710000,3.760000,0.002706,2107214
2003-09-04,3.790000,3.820000,3.720000,3.750000,0.002699,989888
2003-09-05,3.770000,3.880000,3.760000,3.830000,0.002757,1884805
2003-09-08,3.850000,3.950000,3.800000,3.910000,0.002814,1339030
2003-09-09,3.950000,3.980000,3.870000,3.900000,0.002807,3314280
2003-09-10,3.910000,3.920000,3.790000,3.830000,0.002757,754477
2003-09-11,3.820000,3.850000,3.770000,3.830000,0.002757,575097
2003-09-12,3.840000,3.890000,3.810000,3.840000,0.002764,543678
2003-09-15,3.840000,3.850000,3.780000,3.790000,0.002728,218555
2003-09-16,3.820000,3.840000,3.760000,3.800000,0.002735,315095
2003-09-17,3.820000,3.920000,3.820000,3.850000,0.002771,516179
2003-09-18,3.910000,3.920000,3.840000,3.880000,0.002793,680052
2003-09-19,3.880000,3.890000,3.850000,3.860000,0.002778,495445
2003-09-22,3.840000,3.840000,3.750000,3.770000,0.002714,978218
2003-09-23,3.760000,3.930000,3.750000,3.910000,0.002814,1924560
2003-09-24,3.880000,3.960000,3.860000,3.920000,0.002821,751947
2003-09-25,3.820000,3.890000,3.800000,3.810000,0.002742,619015
2003-09-26,3.840000,3.900000,3.790000,3.860000,0.002778,759016
2003-09-29,3.850000,3.920000,3.810000,3.810000,0.002742,1050881
2003-09-30,3.830000,3.870000,3.710000,3.740000,0.002692,538127
2003-10-01,3.740000,3.750000,3.630000,3.660000,0.002634,561899
2003-10-02,3.740000,3.740000,3.610000,3.640000,0.002620,1160046
2003-10-03,3.670000,3.730000,3.640000,3.710000,0.002670,1747364
2003-10-06,3.700000,3.750000,3.670000,3.690000,0.002656,837965
2003-10-07,3.690000,3.740000,3.670000,3.740000,0.002692,484679
2003-10-08,3.730000,3.850000,3.700000,3.780000,0.002721,1663458
2003-10-09,3.790000,3.910000,3.790000,3.880000,0.002793,837779
2003-10-10,3.880000,3.900000,3.830000,3.830000,0.002757,537321
2003-10-13,3.850000,3.860000,3.800000,3.860000,0.002778,1137730
2003-10-14,3.830000,3.890000,3.820000,3.860000,0.002778,476048
2003-10-15,3.880000,3.920000,3.820000,3.850000,0.002771,502286
2003-10-16,3.850000,3.930000,3.850000,3.890000,0.002800,485943
2003-10-17,3.890000,3.920000,3.880000,3.910000,0.002814,259011
2003-10-20,3.900000,3.920000,3.850000,3.870000,0.002785,655994
2003-10-21,3.850000,3.960000,3.830000,3.930000,0.002829,1285244
2003-10-22,3.960000,3.960000,3.870000,3.880000,0.002793,1084962
2003-10-23,3.870000,3.880000,3.820000,3.840000,0.002764,750824
2003-10-24,3.850000,3.890000,3.830000,3.850000,0.002771,427126
2003-10-27,3.860000,3.940000,3.840000,3.940000,0.002836,875463
2003-10-28,3.930000,4.100000,3.920000,4.050000,0.002915,1971198
2003-10-29,4.100000,4.150000,3.860000,3.900000,0.002807,3585329
2003-10-30,3.860000,3.930000,3.780000,3.800000,0.002735,2245083
2003-10-31,3.850000,3.880000,3.750000,3.770000,0.002714,1210883
2003-11-03,3.830000,3.830000,3.770000,3.780000,0.002721,1023467
2003-11-04,3.800000,3.820000,3.760000,3.780000,0.002721,605208
2003-11-05,3.800000,3.800000,3.760000,3.790000,0.002728,362005
2003-11-06,3.800000,3.850000,3.790000,3.820000,0.002750,877538
2003-11-07,3.820000,3.900000,3.800000,3.880000,0.002793,809660
2003-11-10,3.890000,3.890000,3.830000,3.850000,0.002771,277391
2003-11-11,3.850000,3.850000,3.790000,3.800000,0.002735,665586
2003-11-12,3.800000,3.840000,3.760000,3.780000,0.002721,697337
2003-11-13,3.790000,3.820000,3.760000,3.800000,0.002735,395526
2003-11-14,3.790000,3.860000,3.790000,3.810000,0.002742,529563
2003-11-17,3.800000,3.810000,3.760000,3.760000,0.002706,642020
2003-11-18,3.800000,3.800000,3.760000,3.760000,0.002706,462571
2003-11-19,3.780000,3.820000,3.730000,3.800000,0.002735,657689
2003-11-20,3.790000,3.820000,3.740000,3.790000,0.002728,507607
2003-11-21,3.760000,3.810000,3.760000,3.760000,0.002706,309507
2003-11-24,3.780000,3.830000,3.760000,3.820000,0.002750,581274
2003-11-25,3.800000,3.830000,3.760000,3.780000,0.002721,434802
2003-11-26,3.780000,3.800000,3.680000,3.680000,0.002649,1963510
2003-11-27,3.690000,3.760000,3.690000,3.760000,0.002706,538083
2003-11-28,3.760000,3.790000,3.700000,3.730000,0.002685,1201148
2003-12-01,3.740000,3.900000,3.740000,3.880000,0.002793,2212979
2003-12-02,3.900000,3.940000,3.880000,3.900000,0.002807,823302
2003-12-03,3.910000,3.930000,3.880000,3.910000,0.002814,843165
2003-12-04,3.900000,3.930000,3.870000,3.880000,0.002793,780699
2003-12-05,3.870000,3.910000,3.850000,3.870000,0.002785,446618
2003-12-08,3.860000,3.870000,3.830000,3.840000,0.002764,431069
2003-12-09,3.840000,3.910000,3.830000,3.890000,0.002800,2681076
2003-12-10,3.880000,4.080000,3.880000,4.050000,0.002915,4638381
2003-12-11,4.040000,4.070000,4.000000,4.010000,0.002886,1432179
2003-12-12,4.020000,4.060000,4.000000,4.030000,0.002901,924860
2003-12-15,4.060000,4.080000,3.980000,4.020000,0.002893,1825608
2003-12-16,3.950000,4.010000,3.900000,3.970000,0.002857,912486
2003-12-17,3.970000,3.980000,3.920000,3.960000,0.002850,1615627
2003-12-18,3.930000,3.980000,3.880000,3.960000,0.002850,1966590
2003-12-19,3.990000,4.060000,3.930000,4.060000,0.002922,2329219
2003-12-22,4.020000,4.050000,3.960000,3.980000,0.002865,853739
2003-12-23,3.980000,4.050000,3.980000,4.030000,0.002901,310740
2003-12-29,4.010000,4.210000,4.000000,4.200000,0.003023,1552423
2003-12-30,4.200000,4.240000,4.120000,4.140000,0.002980,1654332
2004-01-02,4.140000,4.300000,4.100000,4.280000,0.003081,385080
2004-01-05,4.250000,4.360000,4.230000,4.360000,0.003138,1073631
2004-01-07,4.360000,4.420000,4.240000,4.250000,0.003059,1405004
2004-01-08,4.270000,4.350000,4.260000,4.330000,0.003117,2552764
2004-01-09,4.350000,4.350000,4.160000,4.170000,0.003001,1914943
2004-01-12,4.200000,4.200000,4.100000,4.130000,0.002973,1319514
2004-01-13,4.150000,4.190000,4.100000,4.130000,0.002973,1416415
2004-01-14,4.150000,4.250000,4.120000,4.210000,0.003030,973541
2004-01-15,4.180000,4.240000,4.160000,4.230000,0.003045,687593
2004-01-16,4.200000,4.290000,4.200000,4.250000,0.003059,726755
2004-01-19,4.270000,4.330000,4.250000,4.280000,0.003081,1209902
2004-01-20,4.290000,4.370000,4.280000,4.300000,0.003095,1654751
2004-01-21,4.330000,4.350000,4.230000,4.260000,0.003066,1293371
2004-01-22,4.300000,4.330000,4.210000,4.250000,0.003059,1949953
2004-01-23,4.250000,4.290000,4.190000,4.210000,0.003030,1174474
2004-01-26,4.230000,4.240000,4.120000,4.160000,0.002994,1622553
2004-01-27,4.190000,4.190000,4.110000,4.110000,0.002958,3646581
2004-01-28,4.130000,4.150000,4.080000,4.120000,0.002965,1253733
2004-01-29,4.110000,4.120000,4.020000,4.070000,0.002929,3013377
2004-01-30,4.060000,4.090000,4.010000,4.050000,0.002915,1552215
2004-02-02,4.080000,4.110000,4.040000,4.050000,0.002915,584029
2004-02-03,4.050000,4.110000,4.020000,4.030000,0.002901,887858
2004-02-04,4.050000,4.070000,3.980000,4.000000,0.002879,1997585
2004-02-05,3.990000,4.090000,3.990000,4.080000,0.002937,981056
2004-02-06,4.080000,4.130000,4.060000,4.070000,0.002929,555300
2004-02-09,4.100000,4.100000,3.980000,4.000000,0.002879,2098978
2004-02-10,4.020000,4.020000,3.930000,3.990000,0.002872,1697454
2004-02-11,3.970000,3.970000,3.610000,3.740000,0.002692,11110483
2004-02-12,3.750000,3.850000,3.750000,3.770000,0.002714,3681785
2004-02-13,3.840000,3.850000,3.720000,3.780000,0.002721,1372668
2004-02-16,3.780000,3.800000,3.740000,3.770000,0.002714,644330
2004-02-17,3.790000,3.830000,3.760000,3.760000,0.002706,1232920
2004-02-18,3.800000,3.830000,3.770000,3.770000,0.002714,1233772
2004-02-19,3.810000,3.830000,3.770000,3.800000,0.002735,1808397
2004-02-20,3.800000,3.800000,3.740000,3.740000,0.002692,1158172
2004-02-23,3.780000,3.810000,3.750000,3.750000,0.002699,3057181
2004-02-24,3.780000,3.780000,3.670000,3.690000,0.002656,3787171
2004-02-25,3.700000,3.700000,3.630000,3.650000,0.002627,2888385
2004-02-26,3.660000,3.710000,3.660000,3.670000,0.002642,7781868
2004-02-27,3.700000,3.700000,3.630000,3.650000,0.002627,3494587
2004-03-01,3.640000,3.720000,3.630000,3.700000,0.002663,1813952
2004-03-02,3.700000,3.730000,3.660000,3.670000,0.002642,3804778
2004-03-03,3.710000,3.730000,3.650000,3.680000,0.002649,3241990
2004-03-04,3.680000,3.720000,3.680000,3.710000,0.002670,7359029
2004-03-05,3.720000,3.740000,3.670000,3.690000,0.002656,3489753
2004-03-08,3.700000,3.730000,3.680000,3.700000,0.002663,1249834
2004-03-09,3.700000,3.720000,3.690000,3.700000,0.002663,1010184
2004-03-10,3.710000,3.740000,3.680000,3.720000,0.002678,1245332
2004-03-11,3.720000,3.720000,3.550000,3.620000,0.002606,3107441
2004-03-12,3.600000,3.600000,3.540000,3.570000,0.002570,2333630
2004-03-15,3.600000,3.620000,3.460000,3.490000,0.002512,1511320
2004-03-16,3.490000,3.580000,3.460000,3.530000,0.002541,1141987
2004-03-17,3.550000,3.650000,3.550000,3.630000,0.002613,8495704
2004-03-18,3.650000,3.660000,3.560000,3.600000,0.002591,1538261
2004-03-19,3.600000,3.610000,3.550000,3.580000,0.002577,1468259
2004-03-22,3.590000,3.600000,3.510000,3.550000,0.002555,924408
2004-03-23,3.580000,3.650000,3.560000,3.600000,0.002591,1418435
2004-03-24,3.600000,3.620000,3.500000,3.520000,0.002534,4149462
2004-03-25,3.510000,3.570000,3.500000,3.530000,0.002541,1058294
2004-03-26,3.550000,3.580000,3.520000,3.560000,0.002562,821264
2004-03-29,3.530000,3.560000,3.520000,3.530000,0.002541,392435
2004-03-30,3.550000,3.550000,3.480000,3.510000,0.002526,1576791
2004-03-31,3.510000,3.570000,3.490000,3.530000,0.002541,1732049
2004-04-01,3.560000,3.660000,3.520000,3.630000,0.002613,1333645
2004-04-02,3.650000,3.690000,3.620000,3.680000,0.002649,1477806
2004-04-05,3.690000,3.730000,3.680000,3.730000,0.002685,2346050
2004-04-06,3.700000,3.730000,3.630000,3.660000,0.002634,1211807
2004-04-07,3.660000,3.700000,3.630000,3.660000,0.002634,959357
2004-04-08,3.660000,3.730000,3.660000,3.710000,0.002670,495642
2004-04-13,3.710000,3.740000,3.690000,3.700000,0.002663,487127
2004-04-14,3.700000,3.740000,3.660000,3.700000,0.002663,295698
2004-04-15,3.710000,3.760000,3.690000,3.700000,0.002663,1148871
2004-04-16,3.700000,3.780000,3.640000,3.690000,0.002656,2842206
2004-04-19,3.680000,3.730000,3.650000,3.680000,0.002649,2865808
2004-04-20,3.740000,3.780000,3.710000,3.720000,0.002678,3975053
2004-04-21,3.750000,3.760000,3.680000,3.690000,0.002656,5383341
2004-04-22,3.690000,3.810000,3.690000,3.780000,0.002721,1121921
2004-04-23,3.790000,3.860000,3.770000,3.780000,0.002721,2377568
2004-04-26,3.800000,3.870000,3.770000,3.800000,0.002735,1264036
2004-04-27,3.810000,3.860000,3.750000,3.760000,0.002706,4295892
2004-04-28,3.740000,3.740000,3.550000,3.580000,0.002577,5323768
2004-04-29,3.550000,3.550000,3.440000,3.480000,0.003476,2727841
2004-04-30,3.500000,3.520000,3.430000,3.430000,0.003426,1421453
2004-05-03,3.440000,3.450000,3.380000,3.400000,0.003396,1004628
2004-05-04,3.400000,3.410000,3.330000,3.380000,0.003376,1310554
2004-05-05,3.380000,3.410000,3.360000,3.380000,0.003376,473630
2004-05-06,3.390000,3.420000,3.370000,3.390000,0.003386,976122
2004-05-07,3.380000,3.400000,3.300000,3.340000,0.003336,5736623
2004-05-10,3.370000,3.370000,3.230000,3.280000,0.003276,1608129
2004-05-11,3.280000,3.320000,3.260000,3.300000,0.003296,4096145
2004-05-12,3.300000,3.340000,3.220000,3.250000,0.003246,1798386
2004-05-13,3.250000,3.360000,3.250000,3.350000,0.003346,858814
2004-05-14,3.350000,3.370000,3.300000,3.310000,0.003306,595112
2004-05-17,3.300000,3.300000,3.220000,3.300000,0.003296,1280405
2004-05-18,3.310000,3.350000,3.290000,3.330000,0.003326,3127007
2004-05-19,3.330000,3.430000,3.330000,3.420000,0.003416,1786263
2004-05-21,3.420000,3.500000,3.370000,3.470000,0.003466,1030792
2004-05-24,3.500000,3.510000,3.400000,3.410000,0.003406,1242974
2004-05-25,3.430000,3.430000,3.310000,3.340000,0.003336,2932253
2004-05-26,3.380000,3.400000,3.310000,3.340000,0.003336,1277824
2004-05-27,3.370000,3.370000,3.320000,3.370000,0.003366,649103
2004-05-28,3.380000,3.450000,3.350000,3.440000,0.003436,1677431
2004-05-31,3.460000,3.460000,3.380000,3.400000,0.003396,833321
2004-06-01,3.410000,3.450000,3.360000,3.380000,0.003376,1417425
2004-06-02,3.380000,3.420000,3.360000,3.410000,0.003406,773075
2004-06-03,3.400000,3.450000,3.380000,3.420000,0.003416,1152886
2004-06-04,3.400000,3.510000,3.400000,3.480000,0.003476,1282279
2004-06-07,3.500000,3.550000,3.490000,3.520000,0.003516,5367462
2004-06-08,3.520000,3.530000,3.430000,3.440000,0.003436,7454558
2004-06-09,3.500000,3.530000,3.460000,3.460000,0.003456,2250586
2004-06-10,3.500000,3.510000,3.450000,3.490000,0.003486,967371
2004-06-11,3.490000,3.490000,3.450000,3.460000,0.003456,104728
2004-06-14,3.470000,3.500000,3.400000,3.430000,0.003426,2143264
2004-06-15,3.410000,3.480000,3.400000,3.480000,0.003476,1324309
2004-06-16,3.480000,3.480000,3.440000,3.460000,0.003456,391074
2004-06-17,3.440000,3.460000,3.390000,3.410000,0.003406,5159425
2004-06-18,3.400000,3.410000,3.360000,3.410000,0.003406,4232862
2004-06-21,3.390000,3.430000,3.350000,3.360000,0.003356,572962
2004-06-22,3.370000,3.390000,3.330000,3.330000,0.003326,401508
2004-06-23,3.340000,3.350000,3.300000,3.320000,0.003316,4853580
2004-06-24,3.340000,3.400000,3.330000,3.380000,0.003376,1881274
2004-06-28,3.380000,3.470000,3.370000,3.440000,0.003436,2973194
2004-06-29,3.440000,3.480000,3.440000,3.480000,0.003476,591508
2004-06-30,3.460000,3.480000,3.450000,3.450000,0.003446,544147
2004-07-01,3.460000,3.490000,3.430000,3.450000,0.003446,1469163
2004-07-02,3.480000,3.500000,3.440000,3.470000,0.003466,725289
2004-07-05,3.500000,3.550000,3.480000,3.540000,0.003536,1057344
2004-07-06,3.510000,3.530000,3.420000,3.450000,0.003446,1875862
2004-07-07,3.450000,3.490000,3.430000,3.470000,0.003466,486553
2004-07-08,3.460000,3.500000,3.420000,3.490000,0.003486,1299324
