Fraud,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Normal
0,154213.662515567,0.40072572689999997,0.0424970895,-0.7573876490000001,-0.1319970383,0.3796033921,-0.1797780321,0.1001588975,0.023598529500000003,-0.0283142411,0.0095635916,-0.2722636373,0.1863198398,-0.1143606392,-0.10893781429999999,-0.24880742260000002,-0.0061344088,-0.040060446,0.06556721089999999,0.0106709331,-0.0649103857,0.0219292708,0.1040252694,0.0680047745,0.0130229349,-0.1370889921,0.0197592773,-0.0001195753,-0.0125074807,57.3541220423,1.0
0,19889.643784787,0.43086758340000003,0.0047797771,0.7467524056999999,-0.11712516,-0.4452543264,-0.0641287814,-0.49481882509999997,0.0170309066,1.2473079542,-0.3498842015,0.9817494771999999,-2.5325010041,1.1757158079,1.2253474198999998,-0.7621011258,0.27271748739999996,1.0791955345,-0.42854690149999997,0.3064188222,-0.050807520300000006,-0.1060089843,-0.1322948063,-0.0426742712,0.007467399999999999,0.2907133744,-0.2661510249,-0.013781098,-0.0108205702,25.7643599258,1.0
0,75937.7544517336,-0.2738005715,0.2475895055,0.6830566658,0.0641602351,-0.2218837897,-0.008784451700000001,-0.12297139039999999,0.1164003106,-0.18231959920000002,0.0964322499,0.12700091189999999,0.2538877881,-0.0340496452,-0.0965327747,0.3449083854,-0.0212900289,0.0098817928,-0.0791126759,-0.0661353937,0.0106503784,-0.0605046408,-0.1668163619,-0.0095738158,0.0034234171000000002,0.10978037189999999,0.049036518200000004,-0.009586549100000001,-0.0207079371,55.4772164948,1.0
0,42692.3185840713,-0.2704267053,-0.062078676799999996,0.6936560127,0.14307496320000002,-0.1645208275,0.1767458144,-0.271931913,0.045993342199999995,-0.2886180833,0.0240220934,0.1612317842,0.2300276623,-0.17428826449999998,-0.0303326179,0.18675067010000002,-0.0552786496,0.0634548032,-0.0615188199,-0.0509506579,0.0084050442,-0.0418089751,-0.0596793302,-0.0139564463,-0.009405621,0.1406607836,0.015466416299999999,-0.012082103700000001,-0.006998958299999999,73.0667748279,1.0
0,96284.6507936508,0.3761543652,0.0005033949,-0.47198028340000003,0.0569124025,0.6036982120000001,-0.0646527564,0.3641902085,-0.2033200061,1.5485564991,-0.4403494827,0.7359921187,-2.2191099161000003,1.5364458747,1.381282818,-1.0028513893000002,-0.133845299,0.4617864536,0.25729608239999996,-0.0796235863,0.0028338671000000004,0.0053897175,0.26670950649999997,-0.0014113107999999999,-0.0099052935,0.010796086699999999,0.023625946800000002,-0.018708455,-0.0011646756,98.26857142860001,1.0
0,58415.7988165682,-0.32507260579999997,0.0269656392,0.7493551426999999,0.095974196,-0.2202360322,0.0921649844,-0.1442698125,0.0661376988,-0.1572166452,0.0287906148,0.09299409060000001,0.2107959221,-0.16147497730000002,-0.049087795,0.2654346218,-0.0081679564,-0.0120066271,-0.087162205,0.0156112082,0.015315635,-0.0653160355,-0.0769823886,-0.034733024700000004,0.027435205299999998,0.1484682416,0.0059014244,0.0007034343,-0.009920536800000001,73.18744378699999,1.0
0,172054.601351352,0.17361208620000002,0.3610155028,-0.7348576098,-0.0966547631,0.296804579,-0.13470097609999998,0.11664730529999999,0.08349019519999999,0.0969686187,-0.076596013,-0.39939129560000003,0.2676825497,-0.0371546322,-0.0943424776,-0.16575541970000002,-0.0141130989,-0.0424717585,0.11730685810000001,0.048872047,-0.0360272267,0.0153851973,0.070856826,0.0356814793,0.0405152977,-0.1438709431,-0.011843856299999999,-0.0006307422,0.0051734829,56.999222973,1.0
0,80587.04613733871,-0.3193786705,0.3636757036,0.5967213685,0.07952649070000001,-0.2840616472,-0.029400990099999996,-0.1318468762,0.21580979170000003,-0.2619908695,-0.048607828799999996,0.1024643248,0.31403244210000003,-0.0036991523,0.0117524536,0.3097563292,0.0597203647,0.021713947,-0.0746699392,-0.0224070355,0.0118887969,-0.08140274089999999,-0.17473518079999997,-0.0202785249,0.052933067199999996,0.09554475189999999,0.045565192000000004,-0.0206666736,-0.0064035907,56.3269206009,1.0
0,118789.86569343,0.5883869825,-0.0917580927,-0.612843924,-0.2573475899,0.2860170982,-0.0876440681,-0.0253845618,-0.0920503729,-0.051922334199999996,0.14885295839999999,-0.25743837940000003,0.1245754651,-0.0428585155,-0.1985367486,-0.21585069059999998,0.031859682400000006,-0.0479863964,0.0039116956,0.08965375869999999,-0.0591612314,0.06404911049999999,0.1500860694,0.06362878450000001,-0.0607358588,-0.1483435361,0.0118965727,0.0030331696000000003,-0.002544109,52.8606569343,1.0
0,29903.138728324102,-0.18492854620000002,0.1679195409,0.5222856627,0.0964658416,-0.1927766386,0.0563317413,-0.1478277669,0.007809975,-0.259682758,0.0397228669,0.1935802968,0.1249211752,-0.1921228839,-0.0963750719,0.3252328262,0.10420229199999999,-0.0245778777,-0.1139046079,0.001589611,0.0724721472,-0.0715094876,-0.1555111034,-0.0185163851,-0.023828302599999997,0.1417083454,0.021571352000000002,0.0281231323,0.0204448502,68.2413150289,1.0
0,148403.366786141,0.2814359998,0.1008097658,-0.6489920994,-0.22294803859999998,0.3317312704,-0.070295731,0.089312783,-0.048277736200000004,0.00048382650000000003,-0.021219694100000002,-0.31267463219999997,0.1809004203,-0.0896967226,-0.1337885922,-0.22252777370000001,-0.0077515963,-0.044815357400000005,0.0533573418,0.0401528172,-0.0813211908,0.0334362392,0.15859450960000002,0.0442012133,-0.0095047887,-0.1544555702,-0.0074505661,-0.0200539923,-0.0088099827,58.137335722799996,1.0
0,11086.6449375872,0.3245770954,0.1229947698,1.0176135147,0.1871726961,-0.21385465129999998,-0.1253861638,-0.25076665859999997,-0.0914082699,1.4118558506,-0.3893657052,1.2734477343000001,-2.2193801459999998,1.5568413552,1.4007920781,-0.2714793675,0.4112231165,0.32050560710000003,0.330758612,-0.0246950587,-0.0360473872,-0.0495736564,-0.0089868411,-0.0580213503,0.0036452329,0.0847204877,0.6730530868000001,-0.0681707515,0.0099890482,36.0166574202,1.0
0,62564.7485843716,-0.1618873378,0.1210075089,0.6841033370999999,0.1616345101,-0.2367869758,0.0211540316,-0.1476128949,0.0754810217,-0.2020792409,0.0013816839000000002,0.1772409757,0.2519026138,-0.1758947534,0.004588584099999999,0.322570965,-0.0433283518,0.026574519100000003,-0.07650146570000001,-0.017712163,0.012859188300000001,-0.0817675487,-0.1246069343,-0.033322325800000004,0.0064610334,0.1220924786,0.0498207029,0.035284696000000004,0.0173582188,63.539026047600004,1.0
0,138966.213318285,0.13341075689999998,0.0285528527,-0.6752925648999999,-0.2266196204,0.3300824142,-0.1422879493,0.1136736789,-0.044584112300000006,-0.0734812142,0.1245003997,-0.2694396645,0.1229327467,-0.1291428368,-0.1076440237,-0.226595269,-0.0399764416,-0.0623850952,0.1258611088,0.0042991687,-0.0931294582,0.032249385,0.1917157802,0.0339765247,0.012619771200000001,-0.106526323,0.0079476402,-0.0203947475,0.0436881206,64.32540632050001,1.0
0,129970.696729435,0.3215502616,-0.0578091146,-0.6038511162,-0.0076627948,0.36676570159999994,-0.0380092684,0.0637059769,-0.0316024363,-0.0560385042,0.1706388077,-0.2974046984,0.0642412336,-0.191192556,-0.1075430448,-0.1665370403,0.0219166143,-0.0886716026,0.0624308539,0.0062761334999999994,-0.0866317674,0.0312818473,0.19948889329999997,0.0264795341,-0.0217859028,-0.1286758716,-0.0161854974,-0.015221703100000001,0.022851925099999996,69.12846382560001,1.0
0,158838.85630153198,0.47004101369999995,0.11784417650000001,-0.6164708690999999,-0.1549573663,0.2764943398,-0.2450495525,0.0721437709,-0.0232461662,0.0595129362,-0.028141012599999998,-0.2962006566,0.2288500723,-0.022986160699999997,-0.19018817010000003,-0.1663389334,-0.0180885149,-0.029750725099999997,0.0846239461,0.0834733173,-0.0782121846,0.0160036088,0.0637623645,0.0469712887,-0.0365624822,-0.13449386800000002,-0.0056125759,0.013478921599999999,-0.0090068125,48.79148409890001,1.0
0,105360.575971731,-0.024309206899999998,0.1701750486,0.2636919479,0.0940016184,0.4979324629,0.1047296714,0.1800021915,-0.1786949659,1.6774720974000001,-0.41597640420000004,0.7002128434999999,-2.2899515349,1.6118551658000002,1.2779390442,-0.40690346130000005,-0.1122497642,0.33329196170000003,0.3324312382,0.006258630699999999,-0.1264332316,-0.1476619276,-0.0506081964,-0.0132468794,-0.15254442210000002,-0.089948266,-0.2695148171,-0.0059748667,-0.0294309837,65.0359363958,1.0
0,46851.064516129,-1.3179866806,-2.6727401809,-0.0020242587,0.1843443707,-1.5607273466999998,0.4026754439,0.7437734257999999,-0.16513759960000002,-0.09043854119999999,-0.580851048,0.0382273894,0.2611828249,-0.10514007789999999,-0.0041325745,0.016138675,-0.1936047787,0.08079294620000001,0.0490394995,0.0360575286,1.0857299619,0.2157311004,-0.3514244581,-0.11951828769999999,-0.0129353497,0.0829291837,0.08779760519999999,0.0024721904999999997,-0.0296642157,721.3840860214999,1.0
0,38579.109207709305,-0.0837690026,-0.0437180823,0.7536571286,0.0745658513,-0.21488870219999998,0.1621178597,-0.1527496988,0.0753990616,-0.2068224279,0.0665181766,0.0981781504,0.18258461399999998,-0.1203888561,-0.0717268788,0.27481978890000003,-0.0266915946,-0.0226586932,-0.0874637878,0.05728740190000001,-0.0001793959,-0.0403480758,-0.0644856759,-0.014712846100000001,-0.0130236417,0.1518082376,0.013873594199999999,-0.0088122576,-0.008460451400000001,70.5113169165,1.0
0,120939.29106946,0.4706355788,-0.1217200234,-0.6674846313,-0.36816357619999995,0.2564426157,-0.0291292617,-0.024448865099999998,-0.0542077925,-0.013428930700000001,0.1693201246,-0.2056374273,0.1185958265,-0.1016457801,-0.1882781045,-0.25895720769999997,0.1135871705,-0.0797951382,-0.0249651659,0.060466348600000004,-0.0710309805,0.028807028399999997,0.1408228215,0.0300553283,-0.0392759908,-0.1164295158,-0.0580913177,-0.0166321512,0.001457961,61.007618522600005,1.0
0,71671.7509578541,-0.1942294499,0.2454674697,0.6477062238,0.10124444560000001,-0.245943708,0.0822784967,-0.1598501363,0.027159977400000004,-0.2391738779,0.09347850460000001,0.16152587640000002,0.23149782940000002,-0.1475725527,0.02622133,0.3130556248,0.0186301531,-0.04385770730000001,-0.0171939206,0.0282120892,0.035738122000000004,-0.057937389699999994,-0.1676937603,-0.0063832868000000004,0.0058697196,0.1315240576,0.0684959269,0.0044695993,0.0307393029,61.827816092,1.0
0,167324.25790139099,0.12396432369999999,0.2663330154,-0.7037685606999999,-0.1694148021,0.3505837751,-0.1559954192,0.1797315787,0.004293598300000001,-0.0014615595999999998,0.0931100257,-0.2153625723,0.22468458530000002,-0.053884095599999994,-0.1509332203,-0.2416683789,0.0336036227,-0.0776907512,0.0973420192,0.04414778019999999,0.0089676164,-0.0167876016,0.0765659687,0.0431159178,-0.0561329134,-0.1509980187,-0.0081311781,-0.0425805305,-0.025144481099999998,63.28518331229999,1.0
0,23355.0942028983,-0.48457778049999994,0.3508116431,0.4999414332,0.75816842,-0.2702137714,0.22557154079999997,-0.18174781399999998,0.1490704278,1.0956292111,-0.4334813725,1.0441199918000001,-2.2600020178999998,1.5856726866,1.2562531043,-0.3910571746,-0.0163232562,0.8791663190000001,0.17806645079999997,-0.28659930920000004,0.09449825380000001,-0.09938933429999999,-0.35704122200000005,0.0062182777,-0.0344622665,0.11403439859999999,0.0071252636999999995,-0.0177322948,0.0074137264,118.2750362319,1.0
0,89717.27855153212,0.1274809898,0.366682764,-0.48723491399999996,0.10627358869999999,0.47645503340000006,0.0814959341,0.29529727899999997,-0.0320764549,0.1696532641,0.1182599278,-0.3370989858,0.16713003140000002,-0.0643127091,-0.2555224908,-0.1170086151,-0.058609188,-0.09459505380000001,0.0462164159,0.0132162645,-0.030266757400000004,0.0440240492,0.168032457,0.0202042551,0.0763876334,-0.1739390995,-0.0511315278,0.0018634372,-0.0189508281,57.3797771588,1.0
0,56274.249391727695,-0.2154121858,0.0789461109,0.7123326156,0.1094306475,-0.2713490213,0.1074812235,-0.1556990592,0.0567533401,-0.19485569379999998,-0.0718884494,0.09988609039999999,0.24055652789999998,-0.1634038151,-0.015287831799999999,0.2516021766,0.0013549069,0.023983769199999998,-0.0938127143,0.030909761400000003,-0.0219429242,-0.022743305499999998,-0.09341453720000001,-0.0316589743,0.0021537927,0.1111840717,0.037695780400000004,-0.0182204144,-0.0076796473,75.0370072993,1.0
0,49049.478855721696,-0.2336552355,0.1078952926,0.7139815624,0.1331393347,-0.26023471579999996,0.0622403459,-0.08925772189999999,0.1321812406,-0.2526736529,0.0195294307,0.1576045542,0.22871209239999998,-0.1374663758,-0.038658036,0.23904403359999998,-0.0002821927,0.0018754354,-0.0359253021,-0.0021496652,0.0254129113,-0.0558236765,-0.094894235,-0.045733657999999996,-0.0162351757,0.1112888084,0.0178571171,-0.012224336499999999,0.008042997,76.1121517413,1.0
0,122689.37361530699,0.3448834487,-0.0679808848,-0.572010126,-0.097705277,0.337745144,-0.030621457400000003,0.013789328100000001,-0.08812346630000001,-0.03519592,0.1993499196,-0.2944329624,0.1243840105,-0.0817070272,-0.1721401265,-0.2694316571,0.026384631800000002,-0.1033359287,0.055246343499999996,0.0393021755,-0.0465091087,0.023268865299999997,0.2179436305,0.0513366903,-0.0140961146,-0.124587315,-0.0406228106,-0.0008534549,0.010046237099999999,63.247180261800004,1.0
0,145717.677139762,0.3384223353,-0.040320574,-0.6945029565,-0.21395594850000002,0.36534809189999995,-0.1727336975,0.0597121892,-0.0358618023,-0.025660015,0.000398788,-0.261371452,0.1933636356,-0.0644013853,-0.1026403784,-0.2179067465,0.0394959273,-0.0895085013,0.08639167060000001,0.061882082000000005,-0.0824607612,0.0663249822,0.1836545188,0.047877231500000006,-0.0453352282,-0.1290204385,-0.0159908469,-0.011223954099999999,-0.016570987199999998,60.3647887324,1.0
0,151888.499467519,0.3631739575,0.033098334900000005,-0.6183353453,-0.2246666174,0.1932599771,-0.09904824699999999,-0.0148955058,0.0401694554,-0.0357752957,0.029825734,-0.4070666636,0.1569692396,0.0015544778,-0.1311526981,-0.1578353192,0.0248408754,-0.06527964160000001,0.0915238317,-0.0116209382,-0.0836073495,0.054435709400000004,0.1534306073,0.050557196900000004,0.0147698926,-0.1432671965,-0.031945866600000004,-0.0143537801,-0.0196631226,60.0992758253,1.0
0,6600.7241379308,-0.3376389993,0.4598207451,1.0047808636,0.8097140757,0.0636738787,0.3479175124,-0.0704154705,0.0590862645,1.1750467515,-0.3169419516,1.0126299984,-2.2609606151,1.5554833435,1.2260889215000002,-0.4689398122,-0.026912135499999996,0.7437453790999999,0.157071124,-0.3428151248,0.0028408947,-0.1377304524,-0.1946498453,-0.044895365300000004,0.0423423271,0.1055635925,0.0211186484,-0.0417405766,0.0036050852,66.7318103448,1.0
0,77983.8995884772,-0.04813063309999999,0.1240105042,0.761476622,-0.1406175345,-0.34658911049999996,-0.0706213013,-0.2778560772,0.0780877602,0.044392889299999995,-0.18048402239999997,0.1591780351,0.31442381399999997,-0.1817572646,0.0052109569,0.5168159915,-0.0976241471,0.0215975986,-0.042469392,0.012565915700000001,-0.0191731897,-0.0603370583,-0.0687291273,-0.0186736059,0.0608769727,0.1641045157,-0.1158625971,0.0069178401,0.0006339075,41.5911111111,1.0
0,100898.653846154,0.9340902284,-0.1733422134,0.1206151089,0.3280873822,0.0032429959999999997,0.3247262488,-0.5663888033,0.0376144602,1.8591796682,-0.2583233191,0.8858340451000001,-2.1412116806,1.5438317001,1.2899357473,-0.6876345827,0.5029342155,0.1663965873,0.4614694414,-0.21689173260000003,-0.12406016689999999,-0.030366159900000002,0.038631106400000004,0.1409947359,-0.1149722665,-0.41887348700000004,0.2554924922,-0.0184665195,-0.0210072613,41.9848380567,1.0
0,107460.37751004,0.15533091699999999,0.2209635087,0.33683904270000004,0.0881880391,0.4261642086,-0.0906913035,0.0871349035,-0.21884852079999997,1.6043626494999998,-0.6173375946999999,0.7041449278,-2.2547351677000003,1.5465891389,1.3751011463,-0.3872693141,-0.0612838058,0.38517622890000003,0.4512772607,0.047267828399999996,-0.0240756819,-0.1039823176,-0.1709065955,-0.0013646702,-0.1015670308,-0.10015948529999999,-0.3648935147,-0.0404348724,-0.0410374759,54.318714859399996,1.0
0,14427.452191235401,0.23475315149999998,0.1714952982,0.9136244348,0.4686430539,-0.1415026669,0.27099359079999996,-0.3396910875,0.0804547902,1.3395504096,-0.42173216630000004,1.4160691774,-2.1924983384,1.4629585304,1.4251114913999998,-0.09440417970000001,0.2496347164,0.5670432986,0.18315350460000002,-0.24802414679999998,-0.0271971663,-0.043801945999999994,-0.0034179203999999998,-0.0394508972,-0.0411848313,0.0658590117,0.51343315,-0.050394557300000004,0.0057065589,52.701573705200005,1.0
0,26554.797642436402,-0.2374307182,0.3218086702,0.7034368764,0.1474675715,0.009736849,-0.0497194468,0.007188978,0.029792247,-0.1918763554,0.1846593564,0.197817498,0.17040521649999998,-0.11228968710000001,-0.1400603604,0.37106348219999996,0.0582194006,-0.0180611441,-0.18153824219999998,0.0029627889,0.013546372099999999,-0.08739652099999999,-0.2002141362,-0.057513876500000005,0.0637491071,0.098322908,0.031141692999999998,0.0500576409,0.0410062227,43.489469548100004,1.0
0,32748.6063569687,-0.1047614791,-0.0376743259,0.6306465857,0.1450284508,-0.2465845871,0.1097316216,-0.0570544727,0.0574720837,-0.21166717829999998,0.12456678019999999,0.1401304625,0.1420851899,-0.18280152300000002,-0.0586847844,0.2912167004,0.0378429639,-0.0269495128,-0.081404857,0.021672767000000003,0.0769192034,-0.0158931819,-0.0945301674,-0.02757889,0.0594556412,0.1638013159,0.0097957292,0.0115759651,0.0048315983,88.69707823959999,1.0
0,41006.936078007006,-0.1828999969,-0.0032044421999999997,0.7286555540999999,0.23954916199999998,-0.1864472041,0.07986862730000001,-0.1623267774,0.1200527992,-0.20567558530000002,0.0122622818,0.2003217237,0.2433323656,-0.2047911487,-0.0671478641,0.145985746,0.0315864868,0.0324393524,-0.10262887150000001,0.027785369,-0.0084001659,-0.0679022099,-0.07130100889999999,-0.0087911494,0.0637224433,0.151342771,0.0222663825,-0.0008550798,0.0158657275,64.94150595880001,1.0
0,53932.5295508277,-0.319053425,-0.0204197186,0.6867295584,0.0766948479,-0.1783221084,0.043856231600000004,-0.1555287824,0.0463932725,-0.22491074079999998,0.0127742779,0.1295026503,0.2346993329,-0.1213093854,-0.056996604900000004,0.2208147925,0.0063823967,0.0167324142,-0.12611620029999998,-0.052657121200000004,0.0277497382,-0.0732994458,-0.1269005981,-0.0006808603,0.006046329699999999,0.1190297358,0.063231236,0.0066784777,0.0001603271,71.1552364066,1.0
0,65292.8892857143,-0.21398150230000001,0.21102896559999998,0.6596675241,0.2793456606,-0.22655300949999999,0.1057151995,-0.1675936266,0.1742849846,-0.2059361271,0.0185053685,0.060843141399999995,0.2708099419,-0.07594670769999999,-0.0870865282,0.2302937111,-0.033520184700000004,0.077822995,-0.0711493285,-0.017395511399999997,0.0122022848,-0.0558038393,-0.1384799448,-0.0475786678,0.011903002900000001,0.1411942944,0.005787176,0.0008003044,0.0049000455,63.4653571429,1.0
0,161930.840909091,0.3107540605,0.1987139403,-0.7738407062999999,-0.2319585616,0.39742317909999997,-0.13972929109999999,0.0975233657,0.020746178400000002,-0.0128145028,0.043244638099999996,-0.2702006736,0.2323704066,-0.008663758,-0.1205422201,-0.1972703431,-0.0083746358,-0.0593619129,0.0646726567,0.011403086599999999,-0.0657299256,0.0128039328,0.08813733800000001,0.0546329639,0.037143688700000003,-0.1670615265,-0.0009533673,0.029705173199999997,0.0012159548,52.49228354979999,1.0
0,127878.597938144,0.36928160090000006,-0.043077892199999995,-0.7036578320999999,-0.2565200378,0.38153286509999995,-0.066179822,0.11518431529999999,-0.0402498896,-0.0584065328,0.0786265446,-0.28580062559999997,0.0988248458,-0.124444175,-0.1423844471,-0.220180185,-0.0137214086,-0.040194567599999995,0.0324596015,0.0559514175,-0.07645048230000001,0.0733707938,0.1912066613,0.045014148899999995,-0.0078846244,-0.126132325,-0.042770942199999995,-0.0002023999,0.0121707479,68.9318327606,1.0
0,74132.1562867211,-0.3666491415,0.2807962726,0.6565514472999999,0.15236304539999998,-0.2996308487,0.0213494926,-0.1358906346,0.0513829057,-0.2053884304,0.037502203399999996,0.0778930224,0.3124780915,-0.0269261063,-0.012889776100000002,0.26519629769999997,-0.0235038087,-0.025236828700000002,-0.0099748298,-0.0462381692,0.043598115199999996,-0.1027680777,-0.1549321583,0.0013202048999999998,0.032514621,0.1047670282,0.025544209,-0.006334777099999999,-0.0029070405,69.8384841363,1.0
0,156595.69538835,0.2618898919,0.292638417,-0.7726242328,-0.1825077837,0.3028242855,-0.1540581624,0.054320012,-0.0034116188,0.0136082693,0.1080061055,-0.3094325983,0.2198013454,-0.0458267893,-0.1008150641,-0.2160076589,0.0177508518,-0.0580549425,0.09307789429999999,0.0816615021,0.0009277195,0.0049029534999999996,0.054230056500000005,0.0598854638,0.0592863875,-0.135947465,0.0034604354999999997,0.0390496204,0.0020852666,50.120473301000004,1.0
0,136525.615179761,0.3406204318,-0.0892319775,-0.6722099095,-0.2045591345,0.2407451341,-0.1114437927,0.0851146284,0.0289062697,-0.029043232599999996,0.0548764474,-0.2996599689,0.16001197820000002,-0.0917598776,-0.09958659480000001,-0.22181440579999998,-0.048486807,-0.056616738099999994,0.0834389614,0.0511333463,-0.0823113169,0.0379308879,0.1949771348,0.0357335115,-0.0045050279999999995,-0.1221723736,-0.0556752121,-0.013408553899999998,-0.0057048596,75.4957390146,1.0
0,131726.059040591,0.437932544,-0.12309771060000001,-0.7212070883,-0.2555029445,0.3967548533,-0.005703165400000001,0.09234276029999999,-0.023483032799999998,-0.0856459601,0.05199793269999999,-0.2600829346,0.1153854247,-0.1051270665,-0.1332552575,-0.1822188072,-0.0610214363,-0.047195647699999996,0.0934142433,0.013263888500000001,-0.0711130999,0.0262121838,0.185779501,0.0428221742,-0.0483388363,-0.1254981895,-0.0384919715,0.007058460600000001,-0.0225653587,73.7156334563,1.0
0,69170.8251497005,-0.2546826745,0.2155343323,0.7179725990000001,0.1519692389,-0.2518522783,0.08465159130000001,-0.1005232526,0.1052095492,-0.1944239416,0.017378005800000002,0.0742024871,0.23677203460000001,-0.08851176699999999,-0.056398421500000004,0.3334124793,-0.0341505486,0.0092492578,-0.0583951171,-0.044966390099999996,0.0541146981,-0.1084146024,-0.1293868471,-0.0294284332,0.0433756708,0.1099111083,0.031449428700000004,0.024771270499999998,-0.005322599399999999,68.3574371257,1.0
