Class,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0,42692.3185840713,-0.2704267053,-0.0620786768,0.6936560127,0.1430749632,-0.1645208275,0.1767458144,-0.271931913,0.0459933422,-0.2886180833,0.0240220934,0.1612317842,0.2300276623,-0.1742882645,-0.0303326179,0.1867506701,-0.0552786496,0.0634548032,-0.0615188199,-0.0509506579,0.0084050442,-0.0418089751,-0.0596793302,-0.0139564463,-0.009405621,0.1406607836,0.0154664163,-0.0120821037,-0.0069989583,73.0667748279
0,96284.6507936508,0.3761543652,0.0005033949,-0.4719802834,0.0569124025,0.603698212,-0.0646527564,0.3641902085,-0.2033200061,1.5485564991,-0.4403494827,0.7359921187,-2.2191099161,1.5364458747,1.381282818,-1.0028513893,-0.133845299,0.4617864536,0.2572960824,-0.0796235863,0.0028338671,0.0053897175,0.2667095065,-0.0014113108,-0.0099052935,0.0107960867,0.0236259468,-0.018708455,-0.0011646756,98.2685714286
0,58415.7988165682,-0.3250726058,0.0269656392,0.7493551427,0.095974196,-0.2202360322,0.0921649844,-0.1442698125,0.0661376988,-0.1572166452,0.0287906148,0.0929940906,0.2107959221,-0.1614749773,-0.049087795,0.2654346218,-0.0081679564,-0.0120066271,-0.087162205,0.0156112082,0.015315635,-0.0653160355,-0.0769823886,-0.0347330247,0.0274352053,0.1484682416,0.0059014244,0.0007034343,-0.0099205368,73.187443787
0,172054.601351352,0.1736120862,0.3610155028,-0.7348576098,-0.0966547631,0.296804579,-0.1347009761,0.1166473053,0.0834901952,0.0969686187,-0.076596013,-0.3993912956,0.2676825497,-0.0371546322,-0.0943424776,-0.1657554197,-0.0141130989,-0.0424717585,0.1173068581,0.048872047,-0.0360272267,0.0153851973,0.070856826,0.0356814793,0.0405152977,-0.1438709431,-0.0118438563,-0.0006307422,0.0051734829,56.999222973
0,80587.0461373387,-0.3193786705,0.3636757036,0.5967213685,0.0795264907,-0.2840616472,-0.0294009901,-0.1318468762,0.2158097917,-0.2619908695,-0.0486078288,0.1024643248,0.3140324421,-0.0036991523,0.0117524536,0.3097563292,0.0597203647,0.021713947,-0.0746699392,-0.0224070355,0.0118887969,-0.0814027409,-0.1747351808,-0.0202785249,0.0529330672,0.0955447519,0.045565192,-0.0206666736,-0.0064035907,56.3269206009
0,118789.86569343,0.5883869825,-0.0917580927,-0.612843924,-0.2573475899,0.2860170982,-0.0876440681,-0.0253845618,-0.0920503729,-0.0519223342,0.1488529584,-0.2574383794,0.1245754651,-0.0428585155,-0.1985367486,-0.2158506906,0.0318596824,-0.0479863964,0.0039116956,0.0896537587,-0.0591612314,0.0640491105,0.1500860694,0.0636287845,-0.0607358588,-0.1483435361,0.0118965727,0.0030331696,-0.002544109,52.8606569343
0,29903.1387283241,-0.1849285462,0.1679195409,0.5222856627,0.0964658416,-0.1927766386,0.0563317413,-0.1478277669,0.007809975,-0.259682758,0.0397228669,0.1935802968,0.1249211752,-0.1921228839,-0.0963750719,0.3252328262,0.104202292,-0.0245778777,-0.1139046079,0.001589611,0.0724721472,-0.0715094876,-0.1555111034,-0.0185163851,-0.0238283026,0.1417083454,0.021571352,0.0281231323,0.0204448502,68.2413150289
0,148403.366786141,0.2814359998,0.1008097658,-0.6489920994,-0.2229480386,0.3317312704,-0.070295731,0.089312783,-0.0482777362,0.0004838265,-0.0212196941,-0.3126746322,0.1809004203,-0.0896967226,-0.1337885922,-0.2225277737,-0.0077515963,-0.0448153574,0.0533573418,0.0401528172,-0.0813211908,0.0334362392,0.1585945096,0.0442012133,-0.0095047887,-0.1544555702,-0.0074505661,-0.0200539923,-0.0088099827,58.1373357228
0,11086.6449375872,0.3245770954,0.1229947698,1.0176135147,0.1871726961,-0.2138546513,-0.1253861638,-0.2507666586,-0.0914082699,1.4118558506,-0.3893657052,1.2734477343,-2.219380146,1.5568413552,1.4007920781,-0.2714793675,0.4112231165,0.3205056071,0.330758612,-0.0246950587,-0.0360473872,-0.0495736564,-0.0089868411,-0.0580213503,0.0036452329,0.0847204877,0.6730530868,-0.0681707515,0.0099890482,36.0166574202
0,62564.7485843716,-0.1618873378,0.1210075089,0.6841033371,0.1616345101,-0.2367869758,0.0211540316,-0.1476128949,0.0754810217,-0.2020792409,0.0013816839,0.1772409757,0.2519026138,-0.1758947534,0.0045885841,0.322570965,-0.0433283518,0.0265745191,-0.0765014657,-0.017712163,0.0128591883,-0.0817675487,-0.1246069343,-0.0333223258,0.0064610334,0.1220924786,0.0498207029,0.035284696,0.0173582188,63.5390260476
0,138966.213318285,0.1334107569,0.0285528527,-0.6752925649,-0.2266196204,0.3300824142,-0.1422879493,0.1136736789,-0.0445841123,-0.0734812142,0.1245003997,-0.2694396645,0.1229327467,-0.1291428368,-0.1076440237,-0.226595269,-0.0399764416,-0.0623850952,0.1258611088,0.0042991687,-0.0931294582,0.032249385,0.1917157802,0.0339765247,0.0126197712,-0.106526323,0.0079476402,-0.0203947475,0.0436881206,64.3254063205
0,129970.696729435,0.3215502616,-0.0578091146,-0.6038511162,-0.0076627948,0.3667657016,-0.0380092684,0.0637059769,-0.0316024363,-0.0560385042,0.1706388077,-0.2974046984,0.0642412336,-0.191192556,-0.1075430448,-0.1665370403,0.0219166143,-0.0886716026,0.0624308539,0.0062761335,-0.0866317674,0.0312818473,0.1994888933,0.0264795341,-0.0217859028,-0.1286758716,-0.0161854974,-0.0152217031,0.0228519251,69.1284638256
0,158838.856301532,0.4700410137,0.1178441765,-0.6164708691,-0.1549573663,0.2764943398,-0.2450495525,0.0721437709,-0.0232461662,0.0595129362,-0.0281410126,-0.2962006566,0.2288500723,-0.0229861607,-0.1901881701,-0.1663389334,-0.0180885149,-0.0297507251,0.0846239461,0.0834733173,-0.0782121846,0.0160036088,0.0637623645,0.0469712887,-0.0365624822,-0.134493868,-0.0056125759,0.0134789216,-0.0090068125,48.7914840989
0,105360.575971731,-0.0243092069,0.1701750486,0.2636919479,0.0940016184,0.4979324629,0.1047296714,0.1800021915,-0.1786949659,1.6774720974,-0.4159764042,0.7002128435,-2.2899515349,1.6118551658,1.2779390442,-0.4069034613,-0.1122497642,0.3332919617,0.3324312382,0.0062586307,-0.1264332316,-0.1476619276,-0.0506081964,-0.0132468794,-0.1525444221,-0.089948266,-0.2695148171,-0.0059748667,-0.0294309837,65.0359363958
0,46851.064516129,-1.3179866806,-2.6727401809,-0.0020242587,0.1843443707,-1.5607273467,0.4026754439,0.7437734258,-0.1651375996,-0.0904385412,-0.580851048,0.0382273894,0.2611828249,-0.1051400779,-0.0041325745,0.016138675,-0.1936047787,0.0807929462,0.0490394995,0.0360575286,1.0857299619,0.2157311004,-0.3514244581,-0.1195182877,-0.0129353497,0.0829291837,0.0877976052,0.0024721905,-0.0296642157,721.3840860215
0,38579.1092077093,-0.0837690026,-0.0437180823,0.7536571286,0.0745658513,-0.2148887022,0.1621178597,-0.1527496988,0.0753990616,-0.2068224279,0.0665181766,0.0981781504,0.182584614,-0.1203888561,-0.0717268788,0.2748197889,-0.0266915946,-0.0226586932,-0.0874637878,0.0572874019,-0.0001793959,-0.0403480758,-0.0644856759,-0.0147128461,-0.0130236417,0.1518082376,0.0138735942,-0.0088122576,-0.0084604514,70.5113169165
0,120939.29106946,0.4706355788,-0.1217200234,-0.6674846313,-0.3681635762,0.2564426157,-0.0291292617,-0.0244488651,-0.0542077925,-0.0134289307,0.1693201246,-0.2056374273,0.1185958265,-0.1016457801,-0.1882781045,-0.2589572077,0.1135871705,-0.0797951382,-0.0249651659,0.0604663486,-0.0710309805,0.0288070284,0.1408228215,0.0300553283,-0.0392759908,-0.1164295158,-0.0580913177,-0.0166321512,0.001457961,61.0076185226
0,71671.7509578541,-0.1942294499,0.2454674697,0.6477062238,0.1012444456,-0.245943708,0.0822784967,-0.1598501363,0.0271599774,-0.2391738779,0.0934785046,0.1615258764,0.2314978294,-0.1475725527,0.02622133,0.3130556248,0.0186301531,-0.0438577073,-0.0171939206,0.0282120892,0.035738122,-0.0579373897,-0.1676937603,-0.0063832868,0.0058697196,0.1315240576,0.0684959269,0.0044695993,0.0307393029,61.827816092
0,167324.257901391,0.1239643237,0.2663330154,-0.7037685607,-0.1694148021,0.3505837751,-0.1559954192,0.1797315787,0.0042935983,-0.0014615596,0.0931100257,-0.2153625723,0.2246845853,-0.0538840956,-0.1509332203,-0.2416683789,0.0336036227,-0.0776907512,0.0973420192,0.0441477802,0.0089676164,-0.0167876016,0.0765659687,0.0431159178,-0.0561329134,-0.1509980187,-0.0081311781,-0.0425805305,-0.0251444811,63.2851833123
0,23355.0942028983,-0.4845777805,0.3508116431,0.4999414332,0.75816842,-0.2702137714,0.2255715408,-0.181747814,0.1490704278,1.0956292111,-0.4334813725,1.0441199918,-2.2600020179,1.5856726866,1.2562531043,-0.3910571746,-0.0163232562,0.879166319,0.1780664508,-0.2865993092,0.0944982538,-0.0993893343,-0.357041222,0.0062182777,-0.0344622665,0.1140343986,0.0071252637,-0.0177322948,0.0074137264,118.2750362319
0,89717.2785515321,0.1274809898,0.366682764,-0.487234914,0.1062735887,0.4764550334,0.0814959341,0.295297279,-0.0320764549,0.1696532641,0.1182599278,-0.3370989858,0.1671300314,-0.0643127091,-0.2555224908,-0.1170086151,-0.058609188,-0.0945950538,0.0462164159,0.0132162645,-0.0302667574,0.0440240492,0.168032457,0.0202042551,0.0763876334,-0.1739390995,-0.0511315278,0.0018634372,-0.0189508281,57.3797771588
0,56274.2493917277,-0.2154121858,0.0789461109,0.7123326156,0.1094306475,-0.2713490213,0.1074812235,-0.1556990592,0.0567533401,-0.1948556938,-0.0718884494,0.0998860904,0.2405565279,-0.1634038151,-0.0152878318,0.2516021766,0.0013549069,0.0239837692,-0.0938127143,0.0309097614,-0.0219429242,-0.0227433055,-0.0934145372,-0.0316589743,0.0021537927,0.1111840717,0.0376957804,-0.0182204144,-0.0076796473,75.0370072993
0,49049.4788557217,-0.2336552355,0.1078952926,0.7139815624,0.1331393347,-0.2602347158,0.0622403459,-0.0892577219,0.1321812406,-0.2526736529,0.0195294307,0.1576045542,0.2287120924,-0.1374663758,-0.038658036,0.2390440336,-0.0002821927,0.0018754354,-0.0359253021,-0.0021496652,0.0254129113,-0.0558236765,-0.094894235,-0.045733658,-0.0162351757,0.1112888084,0.0178571171,-0.0122243365,0.008042997,76.1121517413
0,122689.373615307,0.3448834487,-0.0679808848,-0.572010126,-0.097705277,0.337745144,-0.0306214574,0.0137893281,-0.0881234663,-0.03519592,0.1993499196,-0.2944329624,0.1243840105,-0.0817070272,-0.1721401265,-0.2694316571,0.0263846318,-0.1033359287,0.0552463435,0.0393021755,-0.0465091087,0.0232688653,0.2179436305,0.0513366903,-0.0140961146,-0.124587315,-0.0406228106,-0.0008534549,0.0100462371,63.2471802618
0,145717.677139762,0.3384223353,-0.040320574,-0.6945029565,-0.2139559485,0.3653480919,-0.1727336975,0.0597121892,-0.0358618023,-0.025660015,0.000398788,-0.261371452,0.1933636356,-0.0644013853,-0.1026403784,-0.2179067465,0.0394959273,-0.0895085013,0.0863916706,0.061882082,-0.0824607612,0.0663249822,0.1836545188,0.0478772315,-0.0453352282,-0.1290204385,-0.0159908469,-0.0112239541,-0.0165709872,60.3647887324
0,151888.499467519,0.3631739575,0.0330983349,-0.6183353453,-0.2246666174,0.1932599771,-0.099048247,-0.0148955058,0.0401694554,-0.0357752957,0.029825734,-0.4070666636,0.1569692396,0.0015544778,-0.1311526981,-0.1578353192,0.0248408754,-0.0652796416,0.0915238317,-0.0116209382,-0.0836073495,0.0544357094,0.1534306073,0.0505571969,0.0147698926,-0.1432671965,-0.0319458666,-0.0143537801,-0.0196631226,60.0992758253
0,6600.7241379308,-0.3376389993,0.4598207451,1.0047808636,0.8097140757,0.0636738787,0.3479175124,-0.0704154705,0.0590862645,1.1750467515,-0.3169419516,1.0126299984,-2.2609606151,1.5554833435,1.2260889215,-0.4689398122,-0.0269121355,0.7437453791,0.157071124,-0.3428151248,0.0028408947,-0.1377304524,-0.1946498453,-0.0448953653,0.0423423271,0.1055635925,0.0211186484,-0.0417405766,0.0036050852,66.7318103448
0,77983.8995884772,-0.0481306331,0.1240105042,0.761476622,-0.1406175345,-0.3465891105,-0.0706213013,-0.2778560772,0.0780877602,0.0443928893,-0.1804840224,0.1591780351,0.314423814,-0.1817572646,0.0052109569,0.5168159915,-0.0976241471,0.0215975986,-0.042469392,0.0125659157,-0.0191731897,-0.0603370583,-0.0687291273,-0.0186736059,0.0608769727,0.1641045157,-0.1158625971,0.0069178401,0.0006339075,41.5911111111
0,100898.653846154,0.9340902284,-0.1733422134,0.1206151089,0.3280873822,0.003242996,0.3247262488,-0.5663888033,0.0376144602,1.8591796682,-0.2583233191,0.8858340451,-2.1412116806,1.5438317001,1.2899357473,-0.6876345827,0.5029342155,0.1663965873,0.4614694414,-0.2168917326,-0.1240601669,-0.0303661599,0.0386311064,0.1409947359,-0.1149722665,-0.418873487,0.2554924922,-0.0184665195,-0.0210072613,41.9848380567
0,107460.37751004,0.155330917,0.2209635087,0.3368390427,0.0881880391,0.4261642086,-0.0906913035,0.0871349035,-0.2188485208,1.6043626495,-0.6173375947,0.7041449278,-2.2547351677,1.5465891389,1.3751011463,-0.3872693141,-0.0612838058,0.3851762289,0.4512772607,0.0472678284,-0.0240756819,-0.1039823176,-0.1709065955,-0.0013646702,-0.1015670308,-0.1001594853,-0.3648935147,-0.0404348724,-0.0410374759,54.3187148594
0,14427.4521912354,0.2347531515,0.1714952982,0.9136244348,0.4686430539,-0.1415026669,0.2709935908,-0.3396910875,0.0804547902,1.3395504096,-0.4217321663,1.4160691774,-2.1924983384,1.4629585304,1.4251114914,-0.0944041797,0.2496347164,0.5670432986,0.1831535046,-0.2480241468,-0.0271971663,-0.043801946,-0.0034179204,-0.0394508972,-0.0411848313,0.0658590117,0.51343315,-0.0503945573,0.0057065589,52.7015737052
0,26554.7976424364,-0.2374307182,0.3218086702,0.7034368764,0.1474675715,0.009736849,-0.0497194468,0.007188978,0.029792247,-0.1918763554,0.1846593564,0.197817498,0.1704052165,-0.1122896871,-0.1400603604,0.3710634822,0.0582194006,-0.0180611441,-0.1815382422,0.0029627889,0.0135463721,-0.087396521,-0.2002141362,-0.0575138765,0.0637491071,0.098322908,0.031141693,0.0500576409,0.0410062227,43.4894695481
0,32748.6063569687,-0.1047614791,-0.0376743259,0.6306465857,0.1450284508,-0.2465845871,0.1097316216,-0.0570544727,0.0574720837,-0.2116671783,0.1245667802,0.1401304625,0.1420851899,-0.182801523,-0.0586847844,0.2912167004,0.0378429639,-0.0269495128,-0.081404857,0.021672767,0.0769192034,-0.0158931819,-0.0945301674,-0.02757889,0.0594556412,0.1638013159,0.0097957292,0.0115759651,0.0048315983,88.6970782396
0,41006.936078007,-0.1828999969,-0.0032044422,0.7286555541,0.239549162,-0.1864472041,0.0798686273,-0.1623267774,0.1200527992,-0.2056755853,0.0122622818,0.2003217237,0.2433323656,-0.2047911487,-0.0671478641,0.145985746,0.0315864868,0.0324393524,-0.1026288715,0.027785369,-0.0084001659,-0.0679022099,-0.0713010089,-0.0087911494,0.0637224433,0.151342771,0.0222663825,-0.0008550798,0.0158657275,64.9415059588
0,53932.5295508277,-0.319053425,-0.0204197186,0.6867295584,0.0766948479,-0.1783221084,0.0438562316,-0.1555287824,0.0463932725,-0.2249107408,0.0127742779,0.1295026503,0.2346993329,-0.1213093854,-0.0569966049,0.2208147925,0.0063823967,0.0167324142,-0.1261162003,-0.0526571212,0.0277497382,-0.0732994458,-0.1269005981,-0.0006808603,0.0060463297,0.1190297358,0.063231236,0.0066784777,0.0001603271,71.1552364066
0,65292.8892857143,-0.2139815023,0.2110289656,0.6596675241,0.2793456606,-0.2265530095,0.1057151995,-0.1675936266,0.1742849846,-0.2059361271,0.0185053685,0.0608431414,0.2708099419,-0.0759467077,-0.0870865282,0.2302937111,-0.0335201847,0.077822995,-0.0711493285,-0.0173955114,0.0122022848,-0.0558038393,-0.1384799448,-0.0475786678,0.0119030029,0.1411942944,0.005787176,0.0008003044,0.0049000455,63.4653571429
0,161930.840909091,0.3107540605,0.1987139403,-0.7738407063,-0.2319585616,0.3974231791,-0.1397292911,0.0975233657,0.0207461784,-0.0128145028,0.0432446381,-0.2702006736,0.2323704066,-0.008663758,-0.1205422201,-0.1972703431,-0.0083746358,-0.0593619129,0.0646726567,0.0114030866,-0.0657299256,0.0128039328,0.088137338,0.0546329639,0.0371436887,-0.1670615265,-0.0009533673,0.0297051732,0.0012159548,52.4922835498
0,127878.597938144,0.3692816009,-0.0430778922,-0.7036578321,-0.2565200378,0.3815328651,-0.066179822,0.1151843153,-0.0402498896,-0.0584065328,0.0786265446,-0.2858006256,0.0988248458,-0.124444175,-0.1423844471,-0.220180185,-0.0137214086,-0.0401945676,0.0324596015,0.0559514175,-0.0764504823,0.0733707938,0.1912066613,0.0450141489,-0.0078846244,-0.126132325,-0.0427709422,-0.0002023999,0.0121707479,68.9318327606
0,74132.1562867211,-0.3666491415,0.2807962726,0.6565514473,0.1523630454,-0.2996308487,0.0213494926,-0.1358906346,0.0513829057,-0.2053884304,0.0375022034,0.0778930224,0.3124780915,-0.0269261063,-0.0128897761,0.2651962977,-0.0235038087,-0.0252368287,-0.0099748298,-0.0462381692,0.0435981152,-0.1027680777,-0.1549321583,0.0013202049,0.032514621,0.1047670282,0.025544209,-0.0063347771,-0.0029070405,69.8384841363
0,156595.69538835,0.2618898919,0.292638417,-0.7726242328,-0.1825077837,0.3028242855,-0.1540581624,0.054320012,-0.0034116188,0.0136082693,0.1080061055,-0.3094325983,0.2198013454,-0.0458267893,-0.1008150641,-0.2160076589,0.0177508518,-0.0580549425,0.0930778943,0.0816615021,0.0009277195,0.0049029535,0.0542300565,0.0598854638,0.0592863875,-0.135947465,0.0034604355,0.0390496204,0.0020852666,50.120473301
0,136525.615179761,0.3406204318,-0.0892319775,-0.6722099095,-0.2045591345,0.2407451341,-0.1114437927,0.0851146284,0.0289062697,-0.0290432326,0.0548764474,-0.2996599689,0.1600119782,-0.0917598776,-0.0995865948,-0.2218144058,-0.048486807,-0.0566167381,0.0834389614,0.0511333463,-0.0823113169,0.0379308879,0.1949771348,0.0357335115,-0.004505028,-0.1221723736,-0.0556752121,-0.0134085539,-0.0057048596,75.4957390146
0,131726.059040591,0.437932544,-0.1230977106,-0.7212070883,-0.2555029445,0.3967548533,-0.0057031654,0.0923427603,-0.0234830328,-0.0856459601,0.0519979327,-0.2600829346,0.1153854247,-0.1051270665,-0.1332552575,-0.1822188072,-0.0610214363,-0.0471956477,0.0934142433,0.0132638885,-0.0711130999,0.0262121838,0.185779501,0.0428221742,-0.0483388363,-0.1254981895,-0.0384919715,0.0070584606,-0.0225653587,73.7156334563
0,69170.8251497005,-0.2546826745,0.2155343323,0.717972599,0.1519692389,-0.2518522783,0.0846515913,-0.1005232526,0.1052095492,-0.1944239416,0.0173780058,0.0742024871,0.2367720346,-0.088511767,-0.0563984215,0.3334124793,-0.0341505486,0.0092492578,-0.0583951171,-0.0449663901,0.0541146981,-0.1084146024,-0.1293868471,-0.0294284332,0.0433756708,0.1099111083,0.0314494287,0.0247712705,-0.0053225994,68.3574371257
0,114922.05338809,0.4995236686,0.062095004,-0.6436141021,-0.309727474,0.56338935,0.0551749705,0.1657349897,-0.0566682112,0.0128773381,0.0764839082,-0.130834683,0.1290163807,-0.1766184513,-0.1466062718,-0.1533808065,-0.0157310901,-0.0983028064,-0.0162254491,0.0529068256,-0.0602608597,0.0627331423,0.1592159361,0.0137424637,-0.0542317227,-0.0878569182,-0.0341701588,0.0428758435,0.0109819216,47.978275154
0,170035.862552595,0.184764448,0.2936574091,-0.7453702519,-0.1621390125,0.3931947756,-0.1883319419,0.1363501399,-0.0220192746,-0.0198242453,-0.0924855296,-0.2927497872,0.2406116319,-0.0064630743,-0.1328038989,-0.1336782994,0.0109703511,-0.0124565585,0.1316109531,0.0433574356,-0.0465173249,0.0390018256,0.1214881658,0.0274154704,0.0258247652,-0.1431454028,-0.0031474534,-0.0187028748,0.0024784403,56.5228471248
0,82175.0935672513,-0.3961523777,0.4686277407,0.5085513304,0.1026777425,-0.178597899,0.1097368111,-0.1915430565,0.1235039839,-0.2032255297,0.0503759517,0.0275547679,0.3224162689,0.0117078212,0.0290745196,0.3185134308,0.0320297506,-0.0107686531,-0.0957858211,-0.0265788497,0.0016775998,-0.0653146383,-0.1975500156,0.0124627044,-0.0106439977,0.1092286535,0.0361931951,-0.0011362054,-0.0065903274,47.4882222222
0,88216.5515320334,0.1618572465,0.1967164858,-0.684823443,0.0275582624,0.5513228015,-0.1225309581,0.3258702791,-0.1389103309,0.1262765067,0.199496437,-0.2714908644,0.211785251,-0.0042449728,-0.2307756234,-0.1898525958,-0.0715419429,-0.1412882568,0.0904683346,0.0142358059,0.0938757242,0.0328876133,0.1906382458,0.0623359281,0.0539443363,-0.0936390378,0.0065693148,0.0394314897,-0.0070826366,74.0760167131
0,60487.8403263405,-0.2738695155,0.0935181076,0.6859968794,0.1535549592,-0.2182183298,0.1220842247,-0.0980913443,0.0998074313,-0.1982087772,0.026624266,0.0462263062,0.166129606,-0.2085461321,-0.0420981735,0.2581536971,-0.0074680629,0.0029972467,-0.074760325,-0.0767161482,0.0265606733,-0.0548465073,-0.1333402307,-0.0166347224,0.0356937487,0.1279837938,0.0176331057,0.0015618049,0.0030624336,76.9675641026
