date,time,request_header_user_agent__browser__version_string,request_header_referer,request_url,request_url_username,remote_host,request_header_user_agent__os__version_string,request_url_password,request_url_path,request_url_port,request_url_query,request_http_ver,response_bytes_clf,request_url_scheme,request_header_user_agent__is_mobile,request_url_netloc,request_header_user_agent__browser__family,request_url_hostname,remote_user,request_header_user_agent__os__family,request_method,request_first_line,request_url_fragment,status,request_header_user_agent,remote_logname,label,id
49,52.375,0,82.1777777778,89.1794871795,100,50.5454545455,0,100,95.5517241379,100,71.5555555556,48,51.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.25,0,48.6666666667,0,45,0,15
49,52.375,0,82.1777777778,89.9782608696,100,50.5454545455,0,100,95.3333333333,100,71.5555555556,48,52.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.6949152542,0,48.6666666667,0,45,0,16
49,52.375,0,82.1777777778,92.7777777778,100,50.5454545455,0,100,97.9772727273,100,70.6666666667,48,52.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,86.7014925373,0,48.6666666667,0,45,0,17
49,52.375,0,82.1777777778,90.6976744186,100,50.5454545455,0,100,98.46875,100,68.6,48,51.6,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.9107142857,0,48.6666666667,0,45,0,18
49,52.375,0,80.6034482759,89.2708333333,100,50.5454545455,0,100,97.9714285714,100,66.0833333333,48,50.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.3442622951,0,48.6666666667,0,45,0,19
49,53.25,0,82.1777777778,94.4848484848,100,50.5454545455,0,100,96.1923076923,100,92.3333333333,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.152173913,0,48.6666666667,0,45,0,20
49,52.125,0,82.9807692308,94.5151515152,100,50.5454545455,0,100,96.1923076923,100,92.5,48,53.5,0,98.2,0,102.8,100,45,102.8,81.5,85.5319148936,0,48.6666666667,0,45,0,21
49,52.625,0,83,96.0555555556,100,50.5454545455,0,100,96.380952381,100,97.9285714286,48,52.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,86.8775510204,0,48.6666666667,0,45,0,22
49,53.5,0,84.6363636364,91.1136363636,100,50.5454545455,0,100,97.1176470588,100,71.5555555556,48,52.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,84.350877193,0,48.6666666667,0,45,0,23
49,53.5,0,84.6363636364,92.6511627907,100,50.5454545455,0,100,96.6857142857,100,76.7142857143,48,52.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.4107142857,0,48.6666666667,0,45,0,24
49,53.5,0,84.6363636364,88.975,100,50.5454545455,0,100,95.0666666667,100,71.5555555556,48,53.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.2264150943,0,48.6666666667,0,45,0,25
49,53.5,0,84.6363636364,89.2380952381,100,50.5454545455,0,100,95.03125,100,71.5555555556,48,51.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.6727272727,0,48.6666666667,0,45,0,26
49,53.5,0,84.6363636364,92.3773584906,100,50.5454545455,0,100,97.4186046512,100,71.5555555556,48,53.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,86.2878787879,0,48.6666666667,0,45,0,27
49,53.5,0,84.6363636364,91.0930232558,100,50.5454545455,0,100,97.3333333333,100,71.3333333333,48,52.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,84.2142857143,0,48.6666666667,0,45,0,28
49,53.5,0,84.6363636364,96.4482758621,100,50.5454545455,0,100,96.4482758621,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.619047619,0,48.6666666667,0,45,0,29
49,52,0,84.6363636364,94.3571428571,100,50.5454545455,0,100,96.380952381,100,92.5,48,50.25,0,98.2,0,102.8,100,45,102.8,81.5,84.3571428571,0,48.6666666667,0,45,0,30
49,52.125,0,81.6808510638,94.3571428571,100,50.5454545455,0,100,96.380952381,100,92.5,48,52.75,0,98.2,0,102.8,100,45,102.8,81.5,84.3571428571,0,48.6666666667,0,45,0,31
49,51.25,0,45,73.5,100,49.75,0,100,73.5,100,0,48,54.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,69.2702702703,0,50.6666666667,0,45,0,32
49,51.25,0,45,80.0294117647,100,49.75,0,100,80.0294117647,100,0,48,54.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,74.8936170213,0,48.6666666667,0,45,0,33
49,52.125,0,81.6808510638,94.3571428571,100,50.5454545455,0,100,96.380952381,100,92.5,48,52.5,0,98.2,0,102.8,100,45,102.8,81.5,84.3571428571,0,48.6666666667,0,45,0,34
49,51.75,0,81.6808510638,94.9230769231,100,50.5454545455,0,100,94.9230769231,100,0,48,52.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,78.1923076923,0,48.6666666667,0,45,0,35
49,51.75,0,75.96875,88.7956989247,100,50.5454545455,0,100,96.08,100,86.4626865672,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.4433962264,0,48.6666666667,0,45,0,36
49,51.125,0,75.96875,94.9230769231,100,50.5454545455,0,100,94.9230769231,100,0,48,52,0,98.2,0,102.8,100,45,102.8,81.5,79.0740740741,0,49.6666666667,0,45,0,37
49,51.125,0,75.96875,89.1,100,50.5454545455,0,100,89.1,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.4782608696,0,48.6666666667,0,45,0,38
49,51.375,0,72,90.243902439,100,50.5454545455,0,100,96.5483870968,100,71.5555555556,48,50.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.3148148148,0,48.6666666667,0,45,0,39
49,51.375,0,72,92.3829787234,100,50.5454545455,0,100,98.2432432432,100,71.5555555556,48,52.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.6833333333,0,48.6666666667,0,45,0,40
49,51.375,0,72,89.7261904762,100,50.5454545455,0,100,96.2307692308,100,87.2280701754,48,52.6,0,98.2,0,102.8,100,45,102.8,74.6666666667,85.9381443299,0,48.6666666667,0,45,0,41
49,51.375,0,72,92.2203389831,100,50.5454545455,0,100,96.08,100,91.9,48,54.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,90.6144578313,0,48.6666666667,0,45,0,42
49,51.375,0,72,94.9634146341,100,50.5454545455,0,100,96.2307692308,100,94.9612903226,48,53.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,94.100990099,0,48.6666666667,0,45,0,43
49,51.375,0,72,90.3469387755,100,50.5454545455,0,100,95.3846153846,100,71.5555555556,48,53.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,84.2903225806,0,48.6666666667,0,45,0,44
49,51.375,0,72,85.7894736842,100,50.5454545455,0,100,93.7916666667,100,83.3714285714,48,50.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.8611111111,0,48.6666666667,0,45,0,45
49,51.375,0,72,98.1777777778,100,50.5454545455,0,100,98.1777777778,100,0,48,51.6,0,98.2,0,102.8,100,45,102.8,74.6666666667,89.9482758621,0,48.6666666667,0,45,0,46
49,51.375,0,72,86.71875,100,50.5454545455,0,100,93.7916666667,100,84.661971831,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.7064220183,0,48.6666666667,0,45,0,47
49,51.375,0,72,98.7717391304,100,50.5454545455,0,100,93.7916666667,100,101.0895522388,48,54,0,98.2,0,102.8,100,45,102.8,74.6666666667,94.1523809524,0,48.6666666667,0,45,0,48
49,51.375,0,72,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,53.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,49
49,51.75,0,45,72.7666666667,100,49.75,0,100,94.25,100,67.4893617021,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,71.1756756757,0,48.6666666667,0,45,0,50
49,51.875,0,72,47,100,50.5454545455,0,100,47,100,0,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,60.4285714286,0,48.6666666667,0,45,0,51
49,52,0,62.2,88.380952381,100,50.5454545455,0,100,93.90625,100,71.5555555556,48,51.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.0181818182,0,48.6666666667,0,45,0,52
49,52,0,62.2,88.3414634146,100,50.5454545455,0,100,94.0322580645,100,71.5555555556,48,48.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,81.8703703704,0,48.6666666667,0,45,0,53
49,52,0,62.2,96.3835616438,100,50.5454545455,0,100,100.6031746032,100,70.5555555556,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,91.1046511628,0,48.6666666667,0,45,0,54
49,52,0,62.2,96.6,100,50.5454545455,0,100,99.1791044776,100,76.7142857143,48,54.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,91.4090909091,0,48.6666666667,0,45,0,55
49,52,0,62.2,96.6935483871,100,50.5454545455,0,100,99.9074074074,100,76.7142857143,48,53.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,90.5866666667,0,48.6666666667,0,45,0,56
49,52,0,62.2,89.2727272727,100,50.5454545455,0,100,94.7352941176,100,71.5555555556,48,50.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.9298245614,0,48.6666666667,0,45,0,57
49,52,0,62.2,95.7777777778,100,50.5454545455,0,100,101.4772727273,100,71.5555555556,48,52.6,0,98.2,0,102.8,100,45,102.8,74.6666666667,89.1194029851,0,48.6666666667,0,45,0,58
49,52,0,62.2,99.9322033898,100,50.5454545455,0,100,99.9322033898,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,92.9861111111,0,48.6666666667,0,45,0,59
49,51.5,0,45,42,100,55,0,100,42,100,0,47.6666666667,51,0,98.2,0,102.8,100,45,102.8,79.4285714286,65.1111111111,0,48.6666666667,0,45,0,60
49,51.625,0,45,42,100,55,0,100,42,100,0,47.6666666667,51,0,98.2,0,102.8,100,45,102.8,79.4285714286,65.1111111111,0,48.6666666667,0,45,0,61
49,52.125,0,72,85.7473684211,100,50.5454545455,0,100,93.7916666667,100,83.3142857143,48,50.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.8240740741,0,48.6666666667,0,45,0,62
49,52.125,0,72,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,53.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,63
49,52.125,0,72,86.6875,100,50.5454545455,0,100,93.7916666667,100,84.6197183099,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.6788990826,0,48.6666666667,0,45,0,64
49,52.25,0,72,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,65
49,52.5,0,72,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,66
49,52.625,0,72,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,67
49,52.25,0,72,93.7222222222,100,50.5454545455,0,100,93.7222222222,100,0,48,51.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,80.1935483871,0,48.6666666667,0,45,0,68
49,52.375,0,77.9459459459,93.2549019608,100,50.5454545455,0,100,96.2307692308,100,93.048245614,48,52.2,0,98.2,0,102.8,100,45,102.8,74.6666666667,91.7126865672,0,48.6666666667,0,45,0,69
49,52.375,0,77.9459459459,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,70
49,52.375,0,45,72.6166666667,100,49.75,0,100,94.25,100,67.2978723404,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,71.0540540541,0,48.6666666667,0,45,0,71
49,53.125,0,77.9459459459,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,72
49,53.375,0,77.9459459459,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,73
49,52.5,0,77.9459459459,93.7916666667,100,50.5454545455,0,100,93.7916666667,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,81.5,82.9473684211,0,48.6666666667,0,45,0,74
49,52.75,0,77.9459459459,47,100,50.5454545455,0,100,47,100,0,48,52.8,0,98.2,0,102.8,100,45,102.8,74.6666666667,60.4285714286,0,48.6666666667,0,45,0,75
49,52.75,0,45,47,100,50.5454545455,0,100,47,100,0,48,54.4,0,98.2,0,102.8,100,45,102.8,74.6666666667,60.4285714286,0,48.6666666667,0,45,0,76
49,52.75,0,62.2,92.7777777778,100,50.5454545455,0,100,97.9772727273,100,70.6666666667,48,52.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,86.7014925373,0,48.6666666667,0,45,0,77
49,52.75,0,62.2,96.6,100,50.5454545455,0,100,99.1791044776,100,76.7142857143,48,54.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,91.4090909091,0,48.6666666667,0,45,0,78
49,52.75,0,62.2,96.6935483871,100,50.5454545455,0,100,99.9074074074,100,76.7142857143,48,54,0,98.2,0,102.8,100,45,102.8,74.6666666667,90.5866666667,0,48.6666666667,0,45,0,79
49,52.75,0,62.2,95.7777777778,100,50.5454545455,0,100,101.4772727273,100,71.5555555556,48,52.6,0,98.2,0,102.8,100,45,102.8,74.6666666667,89.1194029851,0,48.6666666667,0,45,0,80
49,52.75,0,62.2,88.3414634146,100,50.5454545455,0,100,94.0322580645,100,71.5555555556,48,48.5,0,98.2,0,102.8,100,45,102.8,74.6666666667,81.8703703704,0,48.6666666667,0,45,0,81
49,52.75,0,62.2,96.3835616438,100,50.5454545455,0,100,100.6031746032,100,70.5555555556,48,51.75,0,98.2,0,102.8,100,45,102.8,74.6666666667,91.1046511628,0,48.6666666667,0,45,0,82
49,52.75,0,62.2,90.6976744186,100,50.5454545455,0,100,98.46875,100,68.6,48,50,0,98.2,0,102.8,100,45,102.8,74.6666666667,83.9107142857,0,48.6666666667,0,45,0,83
49,52.75,0,62.2,90.3469387755,100,50.5454545455,0,100,95.3846153846,100,71.5555555556,48,53.25,0,98.2,0,102.8,100,45,102.8,74.6666666667,84.2903225806,0,48.6666666667,0,45,0,84
49,52.75,0,62.2,99.9322033898,100,50.5454545455,0,100,99.9322033898,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,92.9861111111,0,48.6666666667,0,45,0,85
49,52.375,0,45,47,100,50.5454545455,0,100,47,100,0,48,53,0,98.2,0,102.8,100,45,102.8,68.5,59.7333333333,0,48.6666666667,0,45,1,86
49,52.375,0,45,47,100,50.5454545455,0,100,47,100,0,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,60.4285714286,0,48.6666666667,0,45,1,87
49,52.375,0,45,47,100,50.5454545455,0,100,47,100,0,48,53,0,98.2,0,102.8,100,45,102.8,74.6666666667,60.4285714286,0,48.6666666667,0,45,1,88
49,52.375,0,45,89.1176470588,100,50.5454545455,0,100,89.1176470588,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,77.1333333333,0,50.6666666667,0,45,1,89
49,52.375,0,45,88.5882352941,100,50.5454545455,0,100,88.5882352941,100,0,48,52.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,76.8333333333,0,50.6666666667,0,45,1,90
49,52.375,0,45,80.4285714286,100,50.5454545455,0,100,80.4285714286,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.2962962963,0,50.6666666667,0,45,1,91
49,52.375,0,45,80.5384615385,100,50.5454545455,0,100,80.5384615385,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71,0,50.6666666667,0,45,1,92
49,52.375,0,45,83.6153846154,100,50.5454545455,0,100,83.6153846154,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.5384615385,0,50.6666666667,0,45,1,93
49,52.375,0,45,81.7692307692,100,50.5454545455,0,100,81.7692307692,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.6153846154,0,50.6666666667,0,45,1,94
49,52.375,0,45,78.5714285714,100,50.5454545455,0,100,78.5714285714,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.3333333333,0,50.6666666667,0,45,1,95
49,52.375,0,45,80.5384615385,100,50.5454545455,0,100,80.5384615385,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71,0,50.6666666667,0,45,1,96
49,52.375,0,45,82.9,100,50.5454545455,0,100,82.9,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,74.4545454545,0,50.6666666667,0,45,1,97
49,52.375,0,45,80.7142857143,100,50.5454545455,0,100,80.7142857143,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.4444444444,0,50.6666666667,0,45,1,98
49,52.375,0,45,81.75,100,50.5454545455,0,100,81.75,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.2,0,50.6666666667,0,45,1,99
49,52.375,0,45,82.9230769231,100,50.5454545455,0,100,82.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1923076923,0,50.6666666667,0,45,1,100
49,52.375,0,45,84.8125,100,50.5454545455,0,100,84.8125,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,74.3448275862,0,50.6666666667,0,45,1,101
49,52.375,0,45,85.6428571429,100,50.5454545455,0,100,85.6428571429,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,74,0,50.6666666667,0,45,1,102
49,52.375,0,45,82.1538461538,100,50.5454545455,0,100,82.1538461538,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8076923077,0,50.6666666667,0,45,1,103
49,52.375,0,45,82.2142857143,100,50.5454545455,0,100,82.2142857143,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.2222222222,0,50.6666666667,0,45,1,104
49,52.375,0,45,80.5833333333,100,50.5454545455,0,100,80.5833333333,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.64,0,50.6666666667,0,45,1,105
49,52.5,0,45,87.5333333333,100,50.5454545455,0,100,87.5333333333,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,75.4285714286,0,50.6666666667,0,45,1,106
49,52.5,0,45,80.0714285714,100,50.5454545455,0,100,80.0714285714,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.1111111111,0,50.6666666667,0,45,1,107
49,52.5,0,45,80.5833333333,100,50.5454545455,0,100,80.5833333333,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.64,0,50.6666666667,0,45,1,108
49,52.5,0,45,74.5833333333,100,50.5454545455,0,100,74.5833333333,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,67.76,0,50.6666666667,0,45,1,109
49,52.5,0,45,82.1538461538,100,50.5454545455,0,100,82.1538461538,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8076923077,0,50.6666666667,0,45,1,110
49,52.5,0,45,80.3333333333,100,50.5454545455,0,100,80.3333333333,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.52,0,50.6666666667,0,45,1,111
49,52.5,0,45,82,100,50.5454545455,0,100,82,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.7307692308,0,50.6666666667,0,45,1,112
49,52.5,0,45,94.1818181818,100,50.5454545455,0,100,94.1818181818,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,82.0285714286,0,50.6666666667,0,45,1,113
49,52.5,0,45,82.8461538462,100,50.5454545455,0,100,82.8461538462,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1538461538,0,50.6666666667,0,45,1,114
49,52.5,0,45,76.4666666667,100,50.5454545455,0,100,76.4666666667,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,69.5,0,50.6666666667,0,45,1,115
49,52.5,0,45,83,100,50.5454545455,0,100,83,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.2307692308,0,50.6666666667,0,45,1,116
49,52.5,0,45,82.8461538462,100,50.5454545455,0,100,82.8461538462,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1538461538,0,50.6666666667,0,45,1,117
49,52.5,0,45,74.4615384615,100,50.5454545455,0,100,74.4615384615,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,67.9615384615,0,50.6666666667,0,45,1,118
49,52.5,0,45,76.8181818182,100,50.5454545455,0,100,76.8181818182,100,0,48,50.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,68.5,0,50.6666666667,0,45,1,119
49,52.5,0,45,78.5714285714,100,50.5454545455,0,100,78.5714285714,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.3333333333,0,50.6666666667,0,45,1,120
49,52.5,0,45,85.2857142857,100,50.5454545455,0,100,85.2857142857,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.8148148148,0,50.6666666667,0,45,1,121
49,52.5,0,45,85.2857142857,100,50.5454545455,0,100,85.2857142857,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.8148148148,0,50.6666666667,0,45,1,122
49,52.5,0,45,84.4615384615,100,50.5454545455,0,100,84.4615384615,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.9615384615,0,50.6666666667,0,45,1,123
49,52.5,0,45,80.6428571429,100,50.5454545455,0,100,80.6428571429,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.4074074074,0,50.6666666667,0,45,1,124
49,52.5,0,45,80.9166666667,100,50.5454545455,0,100,80.9166666667,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.8,0,50.6666666667,0,45,1,125
49,52.5,0,45,86,100,50.5454545455,0,100,86,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,75,0,50.6666666667,0,45,1,126
49,52.5,0,45,86.8666666667,100,50.5454545455,0,100,86.8666666667,100,0,48,51.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,75.0714285714,0,50.6666666667,0,45,1,127
49,52.5,0,45,82.2307692308,100,50.5454545455,0,100,82.2307692308,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8461538462,0,50.6666666667,0,45,1,128
49,52.5,0,45,84.5,100,50.5454545455,0,100,84.5,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,73.4074074074,0,50.6666666667,0,45,1,129
49,52.5,0,45,75.0769230769,100,50.5454545455,0,100,75.0769230769,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,68.2692307692,0,50.6666666667,0,45,1,130
49,52.5,0,45,79.25,100,50.5454545455,0,100,79.25,100,0,48,50.6666666667,0,98.2,0,102.8,100,45,102.8,74.6666666667,70,0,50.6666666667,0,45,1,131
49,52.5,0,45,82.9230769231,100,50.5454545455,0,100,82.9230769231,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,72.1923076923,0,50.6666666667,0,45,1,132
49,52.5,0,45,82.1538461538,100,50.5454545455,0,100,82.1538461538,100,0,48,51,0,98.2,0,102.8,100,45,102.8,74.6666666667,71.8076923077,0,50.6666666667,0,45,1,133
49,52.5,0,45,75,100,50.5454545455,0,100,75,100,0,48,50,0,98.2,0,102.8,100,45,102.8,74.6666666667,67.347826087,0,50.6666666667,0,45,1,134
49,52.5,0,45,77.625,100,50.5454545455,0,100,77.625,100,0,48,52,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.3793103448,0,50.6666666667,0,45,1,135
49,52.5,0,45,79.7857142857,100,50.5454545455,0,100,79.7857142857,100,0,48,51.3333333333,0,98.2,0,102.8,100,45,102.8,74.6666666667,70.962962963,0,50.6666666667,0,45,1,136
